Var1,TCGA-BC-A10Q-11A-11R,TCGA-BC-A10R-11A-11R,TCGA-BC-A10T-11A-11R,TCGA-BC-A10U-11A-11R,TCGA-BC-A10W-11A-11R,TCGA-BC-A10X-11A-11R,TCGA-BC-A10Y-11A-11R,TCGA-BC-A10Z-11A-11R,TCGA-BC-A110-11A-11R,TCGA-BC-A216-11A-11R,TCGA-BD-A2L6-11A-21R,TCGA-BD-A3EP-11A-12R,TCGA-DD-A113-11A-12R,TCGA-DD-A114-11A-12R,TCGA-DD-A116-11A-12R,TCGA-DD-A118-11A-11R,TCGA-DD-A119-11A-11R,TCGA-DD-A11A-11A-11R,TCGA-DD-A11B-11A-11R,TCGA-DD-A11C-11A-11R,TCGA-DD-A11D-11A-12R,TCGA-DD-A1EB-11A-11R,TCGA-DD-A1EC-11A-11R,TCGA-DD-A1EE-11A-11R,TCGA-DD-A1EG-11A-11R,TCGA-DD-A1EH-11A-11R,TCGA-DD-A1EI-11A-11R,TCGA-DD-A1EJ-11A-11R,TCGA-DD-A1EL-11A-11R,TCGA-DD-A39V-11A-11R,TCGA-DD-A39W-11A-11R,TCGA-DD-A39X-11A-11R,TCGA-DD-A39Z-11A-21R,TCGA-DD-A3A1-11A-11R,TCGA-DD-A3A2-11A-11R,TCGA-DD-A3A3-11A-11R,TCGA-DD-A3A4-11A-11R,TCGA-DD-A3A5-11A-11R,TCGA-DD-A3A6-11A-11R,TCGA-DD-A3A8-11A-11R,TCGA-EP-A12J-11A-11R,TCGA-EP-A26S-11A-12R,TCGA-EP-A3RK-11A-11R,TCGA-ES-A2HT-11A-11R,TCGA-FV-A23B-11A-11R,TCGA-FV-A2QR-11A-11R,TCGA-FV-A3I0-11A-11R,TCGA-FV-A3I1-11A-11R,TCGA-FV-A3R2-11A-11R,TCGA-G3-A3CH-11A-11R
ENSG00000197858.9,14.70620736,15.49387684,11.65291218,14.23195967,15.48431461,8.97492609,15.06223827,14.73120147,13.56269398,10.07920051,18.73271236,19.5975335,18.42017827,16.5465472,19.61784156,16.38339766,15.79763603,13.39172522,20.92011681,21.73757078,13.63464809,18.74443589,15.53884053,18.8528299,12.66542419,12.82053255,15.92054862,13.61738511,20.83996814,17.37964035,18.96015522,16.30183973,16.70178972,34.27290931,14.37852261,18.57733185,24.12336484,20.58142942,19.708691100000006,22.04696634,17.35599657,24.87979287,19.33303742,16.67418303,22.1852057,20.58216486,12.29371019,19.00049376,20.83146772,17.81436743
ENSG00000197956.8,16.63960044,10.94097605,22.06493134,42.37642176,25.0719865,14.8165802,25.24428559,127.04482685,12.26156508,26.69626733,81.53365666,28.65349255,17.886087300000003,21.94997281,17.72421837,13.84081064,8.67429891,11.65884798,28.79965571,8.31091456,19.73218628,9.44469734,13.28950796,19.16460199,48.43865135,12.26763429,17.13757986,22.11529904,18.294834100000006,16.87562325,9.23169572,12.68285115,12.33250297,62.15882657,17.30230748,30.03213964,27.3128219,10.52057177,14.45174479,22.03477806,17.13381055,21.51516518,19.74208062,50.76453466,51.23251267,181.12441335,14.51714589,10.93248772,41.0286211,20.04396778
ENSG00000198074.8,1.875332,0.30588915,0.43696663,6.36862169,7.29522451,0.89887675,14.91610476,80.56500416,0.34027779,0.61017885,4.44867069,15.95329201,64.030125,372.9580776,1.43474457,0.27965662,0.47388119,2.83034662,21.8303348,0.84536026,1.73291101,15.75005732,0.3726189,24.04706329,6.04311251,0.52903365,0.68096542,2.44088065,17.21557354,3.21607691,0.20802272,3.96226501,11.65560176,34.04865846,0.63750027,0.26019381,4.0544657,0.83840386,5.48248769,1.43227024,23.99582349,0.40967556,0.44346998,230.69435343,59.56965114,17.28002104,4.05176973,2.70648879,4.49340962,1.17471588
ENSG00000198417.6,39.0545679,93.29181156,141.89033266,95.64724095,169.93826829,215.49409307,17.22829204,37.62147912,126.31115282,167.05713352,88.77582859,46.75106722,129.91755832,16.1124692,44.35031495,129.58275491,205.35786342,75.93591025,28.81993776,39.68075044,84.61995195,37.92407457,144.42800246,165.2451517,57.43453784,101.92381656,38.515016,39.85450565,19.51787638,101.76385388,131.40553576,139.09966369999998,120.25043863,245.30916132,57.74482811,115.77401559,92.93638041,133.23036614,226.76681549,60.76209728,4.11709636,12.32269412,26.00849899,1.58976825,12.9916983,30.8355451,131.9194645,30.11744448,102.11836329999998,77.67547636
ENSG00000198431.14,5.45954848,7.86186467,6.39115535,7.24656201,8.18393518,5.7538521,8.05806114,9.52452002,8.02848624,4.21385439,7.13440397,11.23181553,7.67627032,12.50654978,4.86968462,6.2487959,7.28211089,6.52627028,5.09801867,4.76583355,6.87067701,7.79117902,5.2922233,6.93937939,5.48505162,5.27573504,6.09744144,7.09734976,12.13609001,4.66298786,4.74582075,4.54373681,3.82459616,3.96048824,4.62467526,7.29878629,15.93092221,4.09144975,3.97192615,4.16020203,7.72502669,4.66517138,4.02166593,10.79258269,8.88227076,9.28983004,7.80827928,5.60338992,5.475732099999999,5.0308163
ENSG00000198892.6,2.17603394,1.30072218,1.13481185,0.90450112,3.41087438,1.99843389,1.68883174,1.58874938,1.16836504,1.37132978,2.3480785,1.70862169,2.48071863,3.09702842,4.66631701,2.48298916,2.35662086,0.9504226,2.13872324,1.28880872,2.59638901,1.3194594,1.48876833,1.79716627,1.78731166,1.6230278,2.09723831,1.27330238,2.96072875,1.53493179,3.12542427,2.18413942,1.62145531,2.79312783,2.51170402,3.26921514,2.99832536,1.68620378,1.74660819,2.29838856,4.12797088,2.35702826,4.60891415,2.56146463,2.95242944,2.98608493,1.68978046,2.8247652000000003,2.70843428,1.64054547
ENSG00000204291.9,0.27081859,0.08934898,0.10472712,0.3991038,0.1790286,0.19762448,0.26919109,0.28782876,0.03902479,0.28741138,0.3756272,0.17809082,0.49933739,0.23290128,0.09631834,0.08145383,0.06607551,0.15007896,0.61192425,0.08164229,0.12230097,0.1132057,0.16186531,0.18865788,0.16290654,0.06933974,0.17850649,0.09493265,0.04069117,0.12660196,0.02499316,0.0237038,0.15329705,0.08726462,0.07659329,0.06102689,0.15846778,0.07127902,0.03791082,0.15079612,0.15415063,0.11383475,0.06919646,0.18686417,0.80335101,0.55975867,0.06296073,0.14768598,0.139258,0.0883893
ENSG00000205358.3,15.14194573,146.34868731,306.6649619,91.28511907,300.7022229,393.43153277,9.33283427,68.31856283,439.183793,407.61213175,151.70184059,195.92205462,189.78561914,7.17296762,33.0468967,272.45525828,369.58053355,154.36269464,68.77450153,38.52927701,98.63377732,101.14816629,281.8188158000001,340.93881593,81.02654206,143.97367083,40.06783898,143.00246091,4.90334989,209.48516244,237.24046996,248.34059849,107.62132252,522.65895524,81.26634436,77.0666147,105.97167345,163.04706378,370.8307537,137.43065431,5.2405116,3.41919876,45.76897656,0.40196389,5.59896607,33.73155394,260.1329646,52.68112024,285.1211367,133.86212724
ENSG00000205364.3,156.09232019,214.60181274,100.82343054,241.65488238,151.82538589,155.77366058,13.59644513,28.93456367,637.36613432,225.68747344,79.13668672,43.93281079999999,70.42113,13.24309287,22.59438513,146.95490297,234.39756295,103.65141896,16.36321471,26.60641298,76.15544399,28.35981145,92.46084481,131.59109282,97.30074514,73.825467,23.12831505,29.82270309,19.85706226,89.23142341,60.41713066,111.54157708,54.00337194,267.2847975,31.4406894,236.16840532,87.37476612,87.13319117,95.70854144,21.95240423,6.04838512,8.78302669,24.04449334,2.4681095,6.66416546,53.23871538,243.98771669,16.50476181,117.44965281,68.74928395
ENSG00000213759.7,0.45085032,0.28317161,0.26381368,0.72193574,1.65451703,0.88332476,0.33608583,0.44090713,1.00365457,0.20146252,0.34303294,0.4016227000000001,0.68784234,6.3602183,2.5326105,0.48150534,0.21305352,0.07383660000000003,0.54429931,1.26922638,1.46315087,0.65608139,0.19496921,0.45182252,0.86036407,0.79184116,1.99281528,0.19386351,1.28080482,0.57985033,0.59830337,1.14066613,0.89483559,1.07860631,0.47397704,0.72343657,0.48453349,0.73418451,0.24077467,0.55403319,2.03649322,0.46746695,0.89990393,2.88872314,1.55189309,0.27767425,0.78703246,1.01931234,0.31961685,1.83872239
ENSG00000213886.3,2.68450921,1.86493893,1.60245984,1.21337769,6.37525713,2.76803997,5.14247222,12.348086300000002,0.37533861,2.47804465,52.96789422,4.39895923,2.43722447,41.25152485,4.25295029,1.59532624,4.04416219,4.48930301,7.59390174,1.10646291,19.23047651,7.03745921,5.44884515,7.83176611,4.57277833,6.25982599,6.24315262,3.43973742,14.7177264,1.74345578,0.6675099,1.33209375,2.89565511,5.59741496,0.75290587,2.8782704,2.1906463,0.43626435,0.69610136,0.88527853,16.82541665,0.67043576,1.43996124,96.48711195,21.60245342,45.80313832,0.73719544,1.84327623,6.25042542,9.49346865
ENSG00000235162.7,0.39270423,0.3339321,0.76809327,1.61107446,0.60311784,0.86848099,0.67846592,3.0901854,0.51648179,1.06815285,1.3950013,0.9899317,0.8432219999999999,0.83958178,0.57221895,0.35215249,0.33953542,0.3916552,0.59427257,0.25932289,0.41004984,0.42773414,0.39988486,0.69911303,1.22124942,0.48331746,0.62474511,0.51127348,0.98611906,0.28433408,0.25820669,0.20229735,0.25465464,0.62088604,0.43578431,0.47890265,0.74248356,0.26414,0.48531821,0.25089338,0.51834638,0.33428796,0.25984158,1.51083494,1.30940705,3.25506811,0.55454527,0.36485512,1.46214442,0.55647582
ENSG00000237988.3,2.27244051,2.21877502,2.73316176,1.33636927,9.53729934,2.60046622,6.43079378,18.38732517,0.48905959,1.82410006,33.82167349,7.94534396,2.66150592,65.07920696,3.68556748,0.91462005,5.56456241,5.38489546,13.17949777,1.39147463,24.70677776,7.80449961,4.36756978,10.76460069,5.16441354,6.10015025,11.15540955,3.70424397,23.28058616,1.79716087,0.66971028,0.71077555,1.87342531,2.79262275,0.66783608,4.93784638,3.22130209,0.35433056,0.36280311,1.53342179,31.37274394,0.67829828,1.92303982,133.42219004,23.63565709,59.85191675,1.53688425,2.47935162,12.0126862,9.94497318
ENSG00000242265.4,2.43010518,0.3053417,0.39061306,0.78612822,0.35073425,0.76734343,0.22176636,0.18193474,0.69589326,0.20631963,0.11476773,1.01218483,0.97129647,7.43400379,0.3421427,0.57115896,0.52575922,0.22495806,0.13851599,0.54521948,8.65690923,0.89856373,0.59401293,0.1386923,0.05587233,0.50000758,0.44597808,0.24171961,0.80751633,0.31193965,0.85649342,0.13717082,0.0946378,0.03818978,0.27009654,0.04284596,0.34240481,0.24813391,0.41134681,0.19283726,2.00594977,0.17731008,2.11978078,0.10379109,0.80375537,0.06852259,0.55542891,0.48963714,0.41263997,0.9046593
ENSG00000249173.4,20.61894804,27.24391198,31.19487913,25.7370422,24.5615719,51.50729745,20.16088594,16.95101798,53.44266051,40.63771959,12.84091641,31.64359143,46.07183931,5.2703817000000015,19.40265892,45.73876854,28.79797538,22.51854181,22.84990188,74.08142978,26.07442825,32.191937,44.91128514,31.54155079,38.05465397,32.7854466,25.03962294,45.07703395,12.51839524,44.25717257,49.87434211,19.90879187,27.09519662,23.51497435,45.06249320000001,27.69833305,15.89088873,57.66189179,43.06066877,19.3412451,7.66843937,26.72762577,53.76125933,5.28030555,16.50886178,10.64192873,39.88330623,43.69333831,15.80557566,38.53549688
ENSG00000253368.3,1.72452892,1.2727395,1.44348098,3.73262145,2.86773312,1.26678582,1.3000032,8.12406594,1.15437863,1.09390616,3.2485439,1.59540287,1.34072014,2.81656026,0.75668714,0.97357741,1.60178294,1.74364526,2.74231637,0.43195693,1.23532647,1.29292948,1.46582115,1.94700394,1.82514942,1.43411262,0.93729567,1.80270761,2.74658879,0.67813535,1.04804431,0.71102045,1.35263304,1.83338391,1.07841645,3.26337261,5.61142813,0.60997344,1.14877862,1.11904727,2.3499629,0.73038353,0.86667731,11.30842143,3.28097623,13.17324182,1.92627752,0.71174192,2.60807922,1.04639371
ENSG00000261236.4,4.3163472,4.5652228,3.49804456,5.00646331,6.29397946,3.36129154,3.53917245,7.171119,5.59947437,3.42301961,4.31197696,4.74855407,3.92113737,4.97395818,2.86997882,3.11351706,4.22565322,3.87906582,4.13293722,3.36190068,4.90061171,4.41921119,3.07785626,4.36893838,3.89218354,4.44256478,4.98411264,4.60602949,4.55499084,4.50236825,5.00758541,3.29091213,3.81401751,7.20558689,3.0750372,4.64035635,13.38353683,4.28575526,5.76314122,5.978134099999999,5.27440016,3.90307484,3.40441467,5.78302653,4.13189895,5.41173366,5.65084132,3.27663452,6.67977327,5.02824106
ENSG00000263761.2,6.03056363,7.18051159,4.74449014,4.86458453,2.86161337,7.73409249,7.52292623,4.51302869,4.63865643,5.17107069,5.65620364,9.83757743,4.47405272,7.10086209,5.68928891,3.67280772,9.92080358,8.52414008,6.07492321,9.88296583,6.09433746,8.41499968,15.19555434,6.23871894,3.63215933,3.34568846,8.66367824,12.81911462,11.57913821,4.31814393,7.97182803,7.55324244,1.49308548,1.37792945,5.98710402,10.00522779,21.81281705,2.72888373,0.93827753,5.71817577,4.86698545,4.86792646,4.97334494,5.87185975,8.94570418,12.43556124,3.83804413,10.48531532,4.64031597,6.10322595
ENSG00000272398.4,5.69127379,3.59764818,7.14297638,18.36875417,7.25477873,9.07451037,4.66127478,38.46850323,2.82039419,9.31498009,8.68631399,4.18784222,7.7328047999999985,12.40079801,3.41897155,2.45846593,4.26967418,2.52017539,9.41029711,2.0169233,4.51641808,7.48641886,2.31413891,6.96018119,8.10331766,3.50579052,4.90749106,3.25480377,5.51951358,3.15234874,2.38678704,1.26838856,2.73103469,4.31163905,3.23592056,1.67343315,5.5934815,2.15647051,3.72404457,2.19486846,5.67550227,2.40388152,6.11836794,39.17263812,11.24300171,25.45553517,2.94615798,2.23948379,10.64493758,4.57546209
mir105-1,0.0,0.0,1.5813950617283954,0.0,0.0,0.0,0.0,0.0,0.0,1.8024135802469128,0.0,0.0,2.068833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0439012345679013,2.6968765432098767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.289567901234568,0.0,0.0
mir105-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7036234567901234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4351358024691356,0.0,0.0,0.0,0.0,0.0,0.0,1.030253086419753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4254135802469137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.579135802469136,0.0,0.0
mir10b,3660.6992363636373,1706.960468181818,1925.4708954545447,6871.384486363637,3228.5452999999993,6685.990609090911,10642.132336363637,11095.681177272727,2657.1421409090913,2537.0044272727273,10588.227881818182,7642.215168181819,6640.5527454545445,8138.171668181818,8745.255745454546,8419.486918181818,2791.934304545455,6724.303127272729,14491.080686363635,3490.91065,5991.866072727273,2780.1195181818184,9029.015113636364,8846.606295454545,7903.512872727273,4871.5742590909085,31105.094913636363,15030.197913636364,2271.8475272727273,3971.439545454545,3624.213109090909,2142.7888272727273,7605.570372727273,22797.815995454544,12234.604577272727,17450.767890909094,6635.299518181818,4044.95065,6330.107099999997,3189.802240909092,16384.443336363638,9409.079486363637,7934.6797636363635,11814.341604545454,68423.71310909091,22403.448413636357,1397.9466727272727,7485.628695454546,4961.244454545455,5751.8501727272715
mir1251,0.0,0.0,0.9149500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2521857142857142,0.0,1.7908285714285714,0.0,1.6606571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.1921499999999998,0.0,0.0,0.0,1.5603357142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.257392857142857,0.0,0.0,0.0,3.692914285714286,0.0,0.0,0.0,0.0,0.8759714285714285,0.0,0.0,0.0,0.0
mir1258,152.36188356164382,239.96987671232878,90.36698630136986,137.3109794520548,107.61138356164385,141.6588904109589,53.143630136986296,94.99726712328766,182.5683493150685,75.99768493150684,92.50773972602741,83.55370547945206,110.18650684931507,171.70358904109585,56.77710273972602,164.85411643835616,82.11909589041096,76.43573287671234,86.85870547945206,130.0229520547945,148.16186301369862,111.1687191780822,109.33570547945206,126.17828767123287,80.02094520547945,47.60267123287671,60.33299315068494,110.0385205479452,44.88634246575342,91.06907534246577,157.3066849315068,106.2662739726027,143.12781506849316,77.6001301369863,140.14473287671234,98.94796575342464,23.81086301369864,158.16180821917808,117.23931506849314,47.44867808219178,98.26686986301372,86.74214383561646,107.8266712328767,24.48752739726028,43.27275342465754,47.038636986301356,87.63019178082192,178.86138356164386,43.9709589041096,108.56295205479452
mir1266,2.702238095238095,18.731607142857143,4.57475,16.492732142857143,14.28769047619048,17.235166666666665,3.1489345238095234,6.449779761904763,13.677636904761902,7.821190476190476,2.3645178571428573,12.813910714285715,11.969666666666667,60.52222619047618,9.550065476190477,8.207952380952381,17.841351190476193,17.990452380952387,6.14407738095238,7.369315476190477,106.77634523809523,5.560339285714285,9.367964285714283,20.306470238095237,7.947660714285715,6.894833333333333,6.990964285714287,6.0397083333333335,16.903624999999998,11.925714285714285,11.840761904761903,0.0,9.995214285714283,11.03534523809524,8.699458333333334,7.0920000000000005,5.643482142857143,10.25747619047619,11.143839285714288,6.8725297619047625,40.77590476190476,5.308666666666666,8.616690476190476,36.75779166666667,5.12810119047619,5.10985119047619,9.763434523809524,4.97404761904762,5.458982142857144,20.302386904761907
mir1269b,0.0,0.0,54.65302,0.0,1.4547466666666666,0.0,0.0,1.4447533333333331,14.297693333333333,0.0,0.0,105.24490666666668,0.0,79.47194666666668,0.0,0.0,10.759706666666665,0.0,1.966106666666667,0.0,0.0,0.0,15.738179999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0940266666667,1.3732866666666668,0.0,0.9928799999999999,2.1069,0.0,0.0,0.0,23.265346666666666,1.18914,0.0,6.500326666666667,3.8289800000000014,40.87881333333333,0.0,16.71280666666667,0.0,14.71326
mir182,3231.48535,4739.437727272728,3296.6483863636363,3852.420413636364,10045.68565,8827.538218181819,3633.4101000000014,14751.22741818182,5389.486413636363,2991.5814727272727,4615.1961909090915,2938.811722727273,4376.762568181818,15385.471318181819,4824.172350000002,5339.67325,3181.799004545455,4741.780313636365,5333.280713636364,4599.523331818182,7316.863477272727,4298.623136363636,4112.877345454545,6059.266277272727,3289.463604545455,2729.977036363637,5577.4560909090915,2535.9087045454544,6780.7896681818165,2818.173904545454,3698.193418181818,4231.32984090909,1700.3979272727274,4030.91005,2150.1902363636364,8378.101613636363,5441.548945454545,2870.0037136363635,1535.4187181818186,2898.007231818182,13386.973818181816,4874.397749999999,3188.0189454545452,17852.257586363638,7822.8738454545455,7912.280336363637,1566.4458454545456,3009.255022727273,4934.66915,4503.351222727271
mir183,940.9689136363637,1301.6765590909092,1007.2768818181818,1003.1110090909093,2991.48775,2371.8720909090907,880.0980136363637,4522.396331818181,1618.2385545454545,870.66435,1337.9735454545455,745.3035272727274,1220.2529818181815,4579.464659090909,1020.9888590909088,1396.03025,1059.5516454545457,1561.9236227272727,1608.6306045454544,1296.1951954545452,2027.6657045454547,1124.1491318181818,1168.100086363636,1803.4361318181811,662.2928318181818,646.9545409090907,1596.2281590909092,804.0498636363636,1562.8881136363634,604.3674954545454,776.7932409090909,916.7881318181818,535.9857818181819,984.0851227272728,571.3172818181818,1695.7938363636365,1343.1489590909089,623.5051727272727,407.2567454545455,750.4799590909091,3979.1966,1243.733559090909,682.6769136363638,4742.282922727273,2038.2809136363642,2144.465440909091,414.5377863636363,678.0082318181818,1450.6989363636364,1030.536022727273
mir184,12.16007738095238,0.0,3.049833333333334,6.791124999999999,0.0,4.924333333333333,2.099285714285714,1.289958333333333,16.413166666666665,5.214125,1.1822619047619047,0.0,9.97472023809524,6.260922619047619,6.3667083333333325,2.9847083333333333,1.3724107142857145,0.0,25.454023809523807,2.456440476190476,1.570238095238095,2.085125,0.6691428571428572,1.0153214285714287,21.856059523809524,0.0,5.243226190476191,0.0,2.600559523809524,7.589089285714285,1.076434523809524,0.0,0.0,1.2261488095238096,1.4499107142857144,1.7730000000000001,0.0,2.051494047619048,0.0,19.243077380952386,60.009821428571435,0.0,1.0770892857142855,0.0,0.8546845238095238,0.0,3.905375,1.243511904761905,0.6823750000000001,1.1942559523809524
mir190b,0.0,1.3278101265822786,0.0,4.126253164556962,1.3810886075949371,2.6180000000000003,0.0,1.3716012658227847,1.9391075949367087,0.924025316455696,1.2570886075949368,0.0,0.0,0.0,1.6924177215189873,0.7934050632911392,0.0,0.0,0.0,0.0,1.6696202531645568,0.7390316455696202,2.1344746835443043,0.0,1.0563354430379746,0.9163987341772152,1.8583607594936709,2.140658227848101,0.0,0.0,4.5782468354430375,0.0,0.0,3.9112594936708858,1.5416772151898734,2.827822784810127,6.000664556962025,0.0,0.0,0.0,0.8180506329113925,0.0,0.0,0.0,1.817556962025316,0.0,0.0,0.0,0.7255632911392406,1.2698417721518989
mir196b,47.289190476190484,59.941148809523796,81.58304761904762,51.41852380952382,77.93284523809524,131.7259047619048,64.02829166666668,89.00692857142856,34.650011904761904,64.30755952380953,31.921,57.66258928571429,65.83316071428573,101.21820833333334,47.750327380952385,52.23242261904761,45.28958333333333,60.89076785714286,62.31847619047621,49.12875595238096,69.09057738095238,61.858785714285716,73.60544047619048,104.57832738095236,25.829892857142855,38.78342261904762,73.40514285714286,131.86695833333334,59.81283333333334,33.608827380952384,67.81528571428571,31.96746428571429,43.31259523809523,52.72441666666666,30.44811309523809,107.26649404761903,71.48411904761905,55.39035714285716,36.61547619047619,24.74109523809524,53.08560714285714,52.024928571428575,62.47100595238096,44.496273809523814,126.49319642857141,73.72786309523809,44.91180952380952,65.9061607142857,56.63691071428572,47.77031547619048
mir2114,1.418675,0.0,4.8034875,4.074675,1.3638249999999998,0.0,2.20425,2.70890625,2.8723062500000003,2.73741875,0.0,2.24243125,0.0,4.3826437500000015,1.6712625,2.35045625,0.0,4.359225,4.60805625,0.0,1.6487499999999995,1.4595875,7.025975,2.13218125,5.21565,3.6197875,1.8351312500000003,3.17084375,4.09588125,0.0,1.13025625,0.0,2.33221875,5.149825000000001,1.52240625,12.100725,3.9504375000000014,2.15406875,3.34315,4.32969375,3.2313,7.803737500000001,0.0,2.03135,1.7948375,3.8323875,1.0251625,5.22275,4.29894375,6.26985625
mir216b,49.82665853658536,11.51308536585366,25.77481097560976,58.6355731707317,18.627853658536587,5.044439024390244,10.752451219512194,30.39260975609756,28.95656097560976,56.083652439024384,153.80904268292682,10.938701219512195,44.959231707317066,48.10218902439024,13.043993902439025,13.758786585365856,5.6235426829268285,12.758707317073169,32.368786585365854,20.130804878048774,56.29886585365854,29.191786585365854,16.451060975609753,41.6035,85.48579268292683,11.477371951219515,12.53258536585366,25.779243902439017,27.971853658536592,13.327182926829266,2.205378048780488,14.554292682926832,22.753335365853662,10.048445121951222,22.279103658536588,13.621829268292682,1.9270426829268288,21.015310975609754,6.523225609756098,22.52848170731708,62.26159756097561,10.876292682926831,68.40811585365853,35.672518292682916,13.132945121951218,11.964530487804875,17.00267073170732,12.738420731707315,13.980310975609758,25.69110975609756
mir224,37.83135185185185,28.49054938271605,48.23255555555557,76.46304320987653,118.5348950617284,58.72722839506172,66.39970987654321,70.89977777777777,81.32283950617285,189.253487654321,405.8214320987655,148.38822839506173,14.481814814814815,216.4268703703704,330.12573456790125,41.78593827160494,384.2752407407408,598.4516666666667,234.84020987654318,40.758672839506175,319.1659012345678,19.46119135802469,123.51835802469135,242.17346913580246,82.42016049382717,53.62646296296297,157.68511728395063,86.64371604938272,33.710938271604945,399.12989506172835,43.53573456790123,41.746265432098774,175.0602098765432,526.4267592592594,48.11553086419753,126.86799382716049,97.5416790123457,44.676993827160494,47.877246913580244,289.35884567901235,86.16794444444444,154.14793209876544,71.48661728395061,86.26975308641974,335.03603703703703,420.90038271604936,57.71275925925927,85.11152469135801,58.734574074074075,125.08746296296295
mir3144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9695569620253164,0.0,0.0,0.0,2.121208860759493,0.0,0.0,2.3802088607594936,0.0,1.4714683544303797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9112594936708858,0.0,0.9426075949367092,0.0,0.0,0.0,0.0,0.0,1.1289303797468355,0.0,0.0,0.0,0.0,0.0,0.0,0.7255632911392406,0.0
mir3200,4.0056705882352945,2.4681647058823533,1.5069764705882356,1.9174941176470588,0.0,7.2996,3.1118882352941166,5.099117647058824,0.0,6.870376470588236,14.020205882352945,4.22105294117647,1.971476470588235,6.187264705882352,7.86475882352941,2.2121941176470585,2.712529411764706,5.4704,2.6021941176470587,2.4275411764705885,7.758835294117647,6.868652941176469,5.290147058823528,4.013511764705883,4.90884705882353,5.9620000000000015,6.9087176470588245,0.0,5.139929411764705,7.4998058823529385,17.02030588235294,5.850252941176469,10.975135294117646,3.6351705882352943,4.2985588235294125,10.51284705882353,11.154176470588236,6.082076470588236,4.719747058823528,4.075005882352942,6.082441176470589,1.0492411764705882,2.128829411764705,3.823723529411765,5.067770588235295,5.049735294117646,2.894570588235294,9.831064705882351,2.697376470588236,8.261452941176469
mir3591,7.773568493150685,8.621671232876711,7.896143835616439,7.814445205479451,1.4946027397260273,8.499534246575342,2.4156164383561642,1.484335616438356,3.147732876712329,0.999972602739726,1.3604109589041096,9.829849315068492,9.182212328767124,6.003623287671232,5.494561643835619,6.010308219178082,9.475280821917806,6.369643835616437,5.049924657534247,0.0,7.22741095890411,14.395952054794519,3.079876712328767,2.3366369863013703,2.2863150684931504,5.950335616438356,6.033301369863014,8.108102739726029,4.488636986301369,4.9900890410958905,4.95454109589041,8.174328767123287,3.833780821917808,7.054554794520548,5.005171232876712,13.261068493150685,10.823116438356166,7.081869863013696,5.495595890410959,0.0,6.197006849315069,3.665164383561643,4.957547945205478,4.4522808219178085,0.0,5.879828767123287,4.493856164383562,7.154452054794523,6.281568493150685,5.496856164383561
mir3677,15.132541666666668,24.475966666666668,2.1348833333333337,17.656925,34.550225,17.235166666666668,14.695016666666666,18.059375,19.148691666666664,20.6827,4.965491666666667,8.969733333333332,27.92921666666667,42.36555833333333,11.141741666666665,14.625075,5.764124999999999,25.186633333333337,19.661041666666673,17.195066666666666,43.96673333333333,7.784475,16.862333333333336,38.379233333333346,9.735883333333334,13.27255,29.36205833333333,25.366775,20.0243,3.0356333333333336,12.05605,13.260575,7.774058333333333,10.299649999999998,10.149366666666667,11.1699,23.702625,2.872091666666667,2.2287666666666666,19.243075,26.92748333333333,11.891408333333333,12.063366666666665,13.542341666666665,20.341475000000006,22.48335,4.100641666666666,20.89100833333333,7.642574999999999,6.6878416666666665
mir452,129.5167470588235,114.76967058823529,289.3395117647059,313.5103235294117,471.08113529411764,364.9799705882354,258.28655882352945,342.9157,433.43627647058815,555.6418764705883,604.0371176470591,175.17367058823532,157.71794705882354,1272.513605882353,430.9888529411765,154.85377647058826,1068.7372588235294,856.1176529411763,812.7527294117647,148.0798470588235,1121.9275294117647,125.69639411764703,467.51656470588233,720.4258058823531,167.8826,178.86002941176469,537.1529176470589,230.787905882353,77.0989,559.2712588235294,139.3537588235294,106.47464117647058,269.98837058823534,691.8944058823529,87.40398823529414,185.7269588235294,128.27304705882358,70.95758235294117,86.52865294117645,376.2587294117647,526.1313411764706,371.43174117647067,105.37705882352941,172.0674411764706,723.0021294117647,679.5501705882352,125.43145294117646,154.83925294117648,187.4677705882353,236.04156470588242
