Var1,TCGA-BC-A10Q-11A-11R,TCGA-BC-A10R-11A-11R,TCGA-BC-A10T-11A-11R,TCGA-BC-A10U-11A-11R,TCGA-BC-A10W-11A-11R,TCGA-BC-A10X-11A-11R,TCGA-BC-A10Y-11A-11R,TCGA-BC-A10Z-11A-11R,TCGA-BC-A110-11A-11R,TCGA-BC-A216-11A-11R,TCGA-BD-A2L6-11A-21R,TCGA-BD-A3EP-11A-12R,TCGA-DD-A113-11A-12R,TCGA-DD-A114-11A-12R,TCGA-DD-A116-11A-12R,TCGA-DD-A118-11A-11R,TCGA-DD-A119-11A-11R,TCGA-DD-A11A-11A-11R,TCGA-DD-A11B-11A-11R,TCGA-DD-A11C-11A-11R,TCGA-DD-A11D-11A-12R,TCGA-DD-A1EB-11A-11R,TCGA-DD-A1EC-11A-11R,TCGA-DD-A1EE-11A-11R,TCGA-DD-A1EG-11A-11R,TCGA-DD-A1EH-11A-11R,TCGA-DD-A1EI-11A-11R,TCGA-DD-A1EJ-11A-11R,TCGA-DD-A1EL-11A-11R,TCGA-DD-A39V-11A-11R,TCGA-DD-A39W-11A-11R,TCGA-DD-A39X-11A-11R,TCGA-DD-A39Z-11A-21R,TCGA-DD-A3A1-11A-11R,TCGA-DD-A3A2-11A-11R,TCGA-DD-A3A3-11A-11R,TCGA-DD-A3A4-11A-11R,TCGA-DD-A3A5-11A-11R,TCGA-DD-A3A6-11A-11R,TCGA-DD-A3A8-11A-11R,TCGA-EP-A12J-11A-11R,TCGA-EP-A26S-11A-12R,TCGA-EP-A3RK-11A-11R,TCGA-ES-A2HT-11A-11R,TCGA-FV-A23B-11A-11R,TCGA-FV-A2QR-11A-11R,TCGA-FV-A3I0-11A-11R,TCGA-FV-A3I1-11A-11R,TCGA-FV-A3R2-11A-11R,TCGA-G3-A3CH-11A-11R
ENSG00000113600.9,399.72290883,364.65150543,362.09844533,306.38827126,427.91480271,347.99006186,407.49200233,298.02421669,454.7298425,740.76048507,394.4871552,314.54969333,661.34318629,337.25799383,277.42818961,393.29507072,839.46849026,692.70563214,247.77204914,439.80239638,308.91195321,200.77396234,838.28015349,592.04638617,252.84087313,315.88413276,245.7334147,548.4040784,253.04357864,574.10862227,292.25564362,494.70864083,487.85362577,347.87077371,384.49818888,391.50077982,408.02016314,540.66791189,282.91984795,110.23300378,198.16993782,294.52994079,321.40932105,238.45734906,332.95630233,296.79601094,345.88754482,411.95215511,269.3021131,217.60591083
ENSG00000115009.10,2.05613333,2.16770347,3.3073554,4.39354281,30.58385814,0.74366274,0.32327956,47.19983509,8.202392399999999,8.38178107,12.55124522,2.17407296,5.55785061,5.58040415,0.17040897,0.40350884,1.80684614,135.09097992,1.12892459,0.11555498,12.33355421,0.45084111,3.24889126,1.38155302,2.67148828,0.24535546,0.23160019,29.14799513,4.54029023,0.57015017,0.16883452,0.10674977,0.44517037,6.10399895,0.13797474,3.4499718999999995,0.77148831,0.72092169,0.2731694000000001,0.18294344,1.40000074,0.19151951,0.35649936,15.60455955,6.59353296,35.84929189,1.39675656,0.17214398,2.29953714,0.18362123
ENSG00000115129.12,1.68567335,1.77999365,0.72515293,3.89575365,5.26880309,2.26926497,1.24409147,3.10401977,2.00531355,3.58869354,3.42639193,1.4550581,2.6282371,4.6298206,1.1878508,1.62901862,3.28559491,1.3260126,4.01964177,4.59798389,3.87125956,2.40807049,1.598117,2.9032333,1.25277167,1.21144261,2.82518183,1.89038992,4.85656061,4.61182322,1.41878935,0.79371593,1.6656342,3.79681754,1.24227994,1.08465421,2.17782234,1.96565835,1.12067247,4.26845619,4.30029194,0.73548813,0.72479465,7.3534878,4.52084687,5.96393795,0.87436881,0.64997013,1.4860336,2.67476317
ENSG00000117399.12,0.56696468,0.11218365,0.14957209,0.16179361,0.1859564,0.2357243,0.14202304,0.01756279,0.05459805,1.65621043,0.40874186,0.11419827,0.1960216,1.05511076,0.37432001,0.33238001,0.1380492,0.17941062,0.20664945,0.28555633,0.19962423,0.27535634,0.13665653,0.26776911,0.229226,0.37995785,0.81859688,0.30370715,0.39850599,0.1878586,0.05192062,0.12662261,0.74202342,0.30766305,0.03788438,0.15234528,0.22298022,0.14543037,0.11250813,0.15069495,0.25161044,0.04908066,0.65959917,1.29924933,0.3801877,0.31860932,0.08042625,0.18906556,0.30306951,0.37231572
ENSG00000117632.19,1.42323255,0.98107873,1.40148371,1.11150808,1.97731762,1.63555916,2.26813537,2.27529284,0.80862851,1.98646789,3.84275037,1.12868773,1.15187391,4.40924123,2.98761058,2.39753602,1.20765491,1.33644857,1.29150464,1.14639091,1.40788064,1.16283713,2.03137542,1.7824373,1.61167738,2.03412456,2.85201565,1.46270729,2.06105158,0.97533153,1.27236856,1.61431534,2.76359718,1.86940151,1.68450133,3.68487926,2.07002855,0.85525105,1.18655916,1.09877101,1.82912208,1.17310249,1.84410335,4.03058523,2.77056977,4.81944614,0.67484462,1.39700763,2.34296794,1.99662854
ENSG00000118785.12,6.17652374,2.52829711,6.38849682,46.56029074,13.75462384,12.3426868,8.40987079,77.62343642,1.94959676,6.21108702,9.87337565,16.31732384,32.34056512,5.1432204000000015,9.52512025,2.67337216,6.74268648,3.92625818,7.9476259,0.8859423000000001,7.07813525,3.00318809,2.23988756,7.06535505,15.96524659,5.66460334,9.23456238,5.17025055,8.52017876,8.26414384,2.87867838,2.8104717,2.48497515,14.00775873,1.81627609,10.25911406,5.02011192,1.40467817,4.39615465,1.64077648,10.16285056,11.48207125,5.45851765,12.56306019,16.60981244,34.78090323,10.30265355,6.15077296,12.5324093,7.82971463
ENSG00000122952.15,0.68355649,0.35252779,0.26552955,0.6130267,0.81202229,0.4093585,0.4868679,0.34618952,0.42112596,1.04882508,0.73494536,0.44486598,0.40672466,3.85637685,2.18786112,1.19640034,0.43627292,0.31343176,0.86190261,1.02785869,0.61100893,0.39745118,0.43723961,0.95235946,1.08441444,0.68590678,2.28897546,0.8180352,2.06543538,0.48299728,0.31783679,0.79580203,1.22749458,0.41992561,0.36363906,0.33143008,0.73382059,0.43207538,0.26998166,0.77489396,1.44955221,0.30646075,1.23125128,3.0892452,1.27007007,1.16450109,0.38292847,0.45369376,0.46265734,0.94129493
ENSG00000123454.9,13.22153185,3.95939586,12.12347979,10.61738405,2.85324735,11.37986948,25.44668636,8.78637522,0.7045005999999999,8.45806346,31.83406269,9.40007612,12.01914507,9.46151736,10.07400246,4.45058289,2.71648891,8.06945369,8.45147429,17.68630944,11.50187616,30.08056791,20.30017343,11.64873131,12.12188914,5.8713767,15.66755459,1.49442057,5.86733777,5.00732229,12.35447259,6.76885848,8.79211482,3.68003398,8.49180298,11.31075117,31.13298237,7.03436809,4.33032563,17.4743698,5.32859665,9.605593699999998,7.34184104,2.26645198,7.53449075,15.42197164,9.52773709,7.26997469,19.97213315,12.51135062
ENSG00000125148.6,1795.40892063,1912.12838822,1500.65650267,2139.31881559,2683.91816034,1135.62395605,437.72956871,1462.59399771,4348.39983262,1762.45041045,1206.26299552,1648.09529485,1591.94688526,569.62723617,627.88596885,1548.45519081,1534.23596024,2105.77406329,622.72509689,479.10091528,948.87709561,935.39604399,972.13394408,1278.03652644,2461.87137395,1026.80271594,555.5341879,915.48500127,633.75040676,1682.72364974,931.66091718,1824.35474916,1185.52091149,3957.71930905,483.76777316,2806.02889489,1283.55302616,2352.31112418,2319.88704394,1183.18193198,313.498417,318.4167818,494.91087777,424.5073931,376.49819226,1462.15187612,2445.88633217,364.95233582,1470.78069113,1147.80724105
ENSG00000127324.7,4.30714777,1.78499238,4.32183864,9.74166521,8.46092325,1.41027269,6.23353751,5.22898726,0.27239784,4.07928421,6.27020062,4.21644648,8.06312676,15.94295695,16.09313333,4.84042423,2.04530251,1.90372932,6.8324977,4.09692658,5.65271795,2.17501079,1.17932944,5.44846891,11.66144669,5.51367496,7.57700998,1.56455037,11.87805852,7.09020452,3.16248493,2.35052484,0.97030882,14.42786041,5.16152796,6.15327563,4.40903507,1.99238645,3.05843462,5.86841272,13.95556216,21.36898994,4.64932996,18.63243862,8.863652,22.10767649,5.2705856,5.46845325,17.17157564,8.44929074
ENSG00000128242.11,0.72053626,0.20713384,0.41858088,0.50044447,0.88528362,0.64112256,0.28781203,0.6525072,0.76836011,0.09369086,0.37355702,0.76440273,0.66903748,1.079581,0.66248066,0.34127727,0.61197275,0.18645055,1.78678832,0.2700528,0.95035212,0.56290901,0.72003544,0.54263849,0.47072399,0.30035103,3.27093844,0.30982719,0.89730992,0.65353251,0.64633908,0.34213708,0.13405279,0.74664159,0.16890129,0.23748478,0.42777317,0.61563113,0.38759927,1.28940666,1.62410267,0.25576139,0.67139607,1.99611867,0.61846177,0.79125861,0.32597024,0.47254485,0.37746193,0.94941743
ENSG00000128298.15,0.20989702,0.13494798,0.14204469,0.92999385,0.86617078,0.30044529,0.16016473,0.64213884,0.13826758,0.38740386,0.38056024,0.28591656,0.60745834,1.67247434,0.66119635,0.18939156,0.39330513,0.39974137,1.64849644,0.43389658,0.61387131,0.43353733,0.19034272,0.2924373,1.12328006,0.29941712,0.19764407,0.36494304,0.93110887,0.38356946,0.11974715,0.25386149,0.22123681,0.51943029,0.12232453,0.07790371,0.39810593,0.11969655,0.33122268,0.4197924,1.44696199,0.08656257,0.25742632,4.00253142,0.68526633,1.11240784,0.28005525,0.26932592,0.44072006,0.36241795
ENSG00000129354.10,0.78726431,0.39240972,0.6392378000000001,1.3247107,0.82326524,0.66237711,0.37585751,1.85916594,0.27641807,1.3593291,0.76725345,0.31536055,0.683769,0.70700242,0.98545238,0.30595775,0.41299408,0.10798173,0.83697696,0.21028502,0.26250754,0.53361502,0.1761104,0.77642157,0.70053289,0.31254562,0.66412217,0.28526961,0.71618625,0.23344868,0.24579378,0.18131067,0.13501892,0.72374775,0.24410956,0.26968216,0.38587865,0.24096511,0.47639621,0.42539446,1.69846522,0.17426199,0.31605844,5.14119806,0.76420931,1.42327911,0.28790548,0.11312337,1.02001064,0.6597337
ENSG00000130300.7,4.08678999,1.72588596,2.2104039,4.47979348,4.20435502,4.23968419,3.52385825,7.88066832,3.38720339,3.55631029,12.17405782,3.34119248,3.75820802,3.12107202,2.1512439,2.06890628,2.06736167,3.41661534,9.02598205,2.238646,3.79056333,1.94127639,2.57764067,3.48025495,3.42113,3.33086277,3.31832251,2.4934668,1.82324553,2.99806855,1.81658137,1.01381715,5.08836493,7.72752096,3.26921326,4.53829812,7.27093901,1.07153685,2.53663127,4.9032018,4.5852532,2.99428229,3.37134302,3.52330216,10.33828476,10.6384374,1.72244385,2.58270128,6.30551415,4.30413935
ENSG00000130513.6,4.69197544,10.85272702,30.72483518,43.24071363,99.32129841,11.9395819,16.00985748,67.66709486,6.55788841,20.45955708,13.672678,43.66399465,15.04152561,24.46295522,10.27874505,4.8296934999999985,14.98896341,91.98584601,14.16619154,5.68857764,32.66592517,17.19489387,8.84315551,10.34162281,21.57856949,21.28331105,19.14440914,52.04009929,22.68803937,10.21805011,4.25893385,4.4033027,5.8136648,22.73325771,15.41947637,45.04249939,46.92838935,13.82287679,54.86737468,23.26058993,5.74671937,7.74384582,7.73817533,63.11231157,54.02989893,99.68017765,34.25999986,9.72058834,19.20925429,2.30869643
ENSG00000130821.14,0.22084884,0.29663443,0.26929661,0.7323104,0.7976228,0.27133274,0.65806422,0.8788746999999999,0.15853429,0.46271156,0.45453761,0.50027598,0.35565813,0.50038909,0.29415643,0.1084219,0.25586056,0.84920459,0.78643561,0.2046435,0.26427414,0.19339419,0.28029586,0.4416924,0.43844289,0.29666903,0.19543444,0.39747012,0.26261031,0.32380496,0.14296989999999998,0.14602467,0.19189774,0.59556632,0.17413309,0.74281594,1.43818591,0.19047551,0.1000909,2.43920434,0.65805066,0.85768091,0.41866504,1.38608574,0.73052511,0.90313435,0.25837433,0.24529005,0.77937181,0.30017193
ENSG00000131747.13,0.48983582,0.18232647,0.1691271,0.21029214,0.24951836,0.30049196,0.12365514,0.0417038,0.05762044,1.59893495,0.48719278,0.18406684,0.17638627,1.46886201,0.49775199,0.35779518,0.2212685,0.21847184,0.16574761,0.18081833,0.24378088,0.20418421,0.20479444,0.29672161,0.23514165,0.29690412,0.79069911,0.21586006,0.46662811,0.13977182,0.04227026,0.08686084,0.41249319,0.09380059,0.05997232,0.10017747,0.21743914,0.08901896,0.00356208,0.02862665,0.34962616,0.04439796,0.36903505,1.22151354,0.38567573,0.36195957,0.07073201,0.1077471,0.1859108,0.32416396
ENSG00000131981.14,3.01485553,4.71186341,5.51375378,7.71069512,4.22367849,3.32274841,11.96955951,18.82230249,2.87809427,6.0557769,30.67072975,6.02870054,3.80694168,35.99558566,4.10552691,3.6624867,2.98568836,6.17201105,10.7410933,2.07179436,5.42316266,4.93492046,3.66383944,9.55055448,24.41640817,3.40234945,2.9845217,7.34611739,5.18450727,3.20244459,1.98649985,2.38642518,3.52124748,10.1630301,3.52381948,15.6729421,6.95395398,1.06338298,1.1191954,8.89189479,48.20479673,7.07022438,2.51212439,123.78254751,10.29112212,29.81394856,3.13031968,3.3596565000000003,12.69872498,5.7375375
ENSG00000132329.9,31.43963466,15.09379911,8.55762577,14.30269084,27.2308089,13.91264021,32.17824725,22.11681682,11.45169892,6.79108293,16.50571812,16.66564581,30.24389534,6.56021579,17.80428571,37.43762623,12.25466354,9.9375726,12.49120604,12.7648462,9.87492102,14.61221923,27.54967701,6.43446568,12.64443339,41.62964473,15.0317981,15.36486176,46.81211596,6.20511905,31.18812439,54.67385855,21.53141895,73.01840189,18.80780793,37.19872583,55.88724196,28.645948800000006,78.63548881,28.42194688,9.55752681,26.33248482,12.05750977,33.06305026,27.26858683,37.06586219,36.29132960000001,19.96834236,45.97067543,17.06331406
ENSG00000132677.11,0.49206797,1.04527004,0.46340126,0.67201854,0.64547495,1.95818731,3.22981732,0.14283337,0.65782346,0.24083396,0.44901834,0.91936164,2.2747497,1.00484664,2.70599179,0.98514961,0.47299602,0.43232498,0.99592454,0.74544579,3.87117534,0.30120541,0.71348472,0.56458677,2.86677373,0.45779137,0.79822188,1.01188327,1.52425097,0.84877884,2.92227961,2.49182931,1.17990544,3.67254851,2.43743823,0.41652383,1.50448043,3.80814633,2.05366084,1.07728254,0.63998815,0.28300189,0.88725208,3.34078769,5.51084219,1.53550294,0.72676044,3.99780626,1.98551743,0.7681996999999999
ENSG00000133048.11,102.70267245,20.859383800000003,30.24512469,31.607789,65.41902037,28.20397677,2.36212809,62.46968362,168.03812049,25.61923099,50.85572603,55.66966734,44.71704816,154.06123694,39.63401785,7.40200161,48.6604655,44.37613105,161.85336802,10.79228645,10.44826228,22.49402212,11.08140147,168.59791318,70.11825488,21.67742894,2.62186152,42.13544681,88.69613740000001,76.73406256,2.62583926,50.26607059,47.37113039,54.53420526,4.11415474,2.50884182,7.78191023,34.72923898,5.20750224,59.98740888,255.53005559,9.04832926,0.83751681,61.99076218,21.9373442,45.08833424,34.94389099,13.47700205,18.01608994,18.07333371
ENSG00000134057.13,0.90341987,0.25621847,0.38303519,0.35278877,0.4797383,0.60295407,0.43139222,0.32182903,0.24649521,1.63803681,0.77262358,0.40529064,0.32056683,1.79250667,0.63820537,1.05925016,0.41932175,0.37384137,0.42806651,0.42468038,0.54529322,0.50803988,0.35566314,0.35200437,0.46022273,0.61187797,1.03355436,0.55307064,0.6702697,0.38165848,0.32501856,0.32506515,1.07237678,0.33590536,0.36219718,0.28009835,0.67507741,0.31670239,0.25098373,0.34417517,0.79071167,0.20110297,0.88545397,1.86828878,0.72325507,0.80631913,0.25630759,0.31632635,0.45273823,0.55618117
ENSG00000134824.12,11.69267939,6.12251998,6.75556688,3.78695019,1.76930918,8.74731106,7.08611564,1.11832792,3.90379732,1.02695823,3.03978241,18.76111603,15.99730168,25.80890527,7.667387,0.38827388,0.39869438,1.77414099,17.89620525,15.69004528,5.50830148,22.14097863,1.39935003,1.58873586,9.6788159,8.52918883,7.61146339,8.69763815,29.03769578,14.80588903,11.57098889,9.55679593,6.90865978,2.73594221,3.79669656,0.80361079,2.16294939,11.80423116,5.02004221,22.49289465,31.43848116,18.89928741,39.71005523,4.05908431,13.27716511,4.72682252,9.33397922,7.58854424,0.98556861,6.80430958
