;TCGA-BC-A10Q-11A-11R;TCGA-BC-A10R-11A-11R;TCGA-BC-A10T-11A-11R;TCGA-BC-A10U-11A-11R;TCGA-BC-A10W-11A-11R;TCGA-BC-A10X-11A-11R;TCGA-BC-A10Y-11A-11R;TCGA-BC-A10Z-11A-11R;TCGA-BC-A110-11A-11R;TCGA-BC-A216-11A-11R;TCGA-BD-A2L6-11A-21R;TCGA-BD-A3EP-11A-12R;TCGA-DD-A113-11A-12R;TCGA-DD-A114-11A-12R;TCGA-DD-A116-11A-12R;TCGA-DD-A118-11A-11R;TCGA-DD-A119-11A-11R;TCGA-DD-A11A-11A-11R;TCGA-DD-A11B-11A-11R;TCGA-DD-A11C-11A-11R;TCGA-DD-A11D-11A-12R;TCGA-DD-A1EB-11A-11R;TCGA-DD-A1EC-11A-11R;TCGA-DD-A1EE-11A-11R;TCGA-DD-A1EG-11A-11R;TCGA-DD-A1EH-11A-11R;TCGA-DD-A1EI-11A-11R;TCGA-DD-A1EJ-11A-11R;TCGA-DD-A1EL-11A-11R;TCGA-DD-A39V-11A-11R;TCGA-DD-A39W-11A-11R;TCGA-DD-A39X-11A-11R;TCGA-DD-A39Z-11A-21R;TCGA-DD-A3A1-11A-11R;TCGA-DD-A3A2-11A-11R;TCGA-DD-A3A3-11A-11R;TCGA-DD-A3A4-11A-11R;TCGA-DD-A3A5-11A-11R;TCGA-DD-A3A6-11A-11R;TCGA-DD-A3A8-11A-11R;TCGA-EP-A12J-11A-11R;TCGA-EP-A26S-11A-12R;TCGA-EP-A3RK-11A-11R;TCGA-ES-A2HT-11A-11R;TCGA-FV-A23B-11A-11R;TCGA-FV-A2QR-11A-11R;TCGA-FV-A3I0-11A-11R;TCGA-FV-A3I1-11A-11R;TCGA-FV-A3R2-11A-11R;TCGA-G3-A3CH-11A-11R
529;535.16019639;224.4070864;290.65573742;333.68622713;574.02883551;412.47554957;379.74171669;315.76677793;436.25929896;252.74132529;177.30850809;386.58084718;384.11505613;314.59357275;683.95467008;463.23251851;335.03007373;171.27028999;379.49404568;391.25999544;415.47159564;398.15592151;155.83841901;258.00884176;580.38198472;526.74339973;670.31282576;259.12995318;536.19758002;268.44193241;618.62458287;480.99616249;299.02435525;611.38887246;422.583879;448.27812236;463.39812187;591.5171673;927.52177939;746.95035204;456.64506311;791.15057122;437.28294491;274.83087082;336.77237254;183.93949881;524.70319187;443.00155199;524.55674763;583.33663065
543;312.45593367;342.31457666;256.75097149;275.53620436;335.68802017;395.42480309;291.32485935;155.41191012;302.3374970000001;151.11846356;173.92187393;278.2080856;439.72884874;410.91479326;327.37983925;323.79204996;173.10799428;113.68707606;253.29996877;321.01181665;294.42929437;349.96864727;179.99124449;213.45391836;324.71833243;291.02551792;296.29384435;160.86873995;445.39366506;275.49011807;385.71704262;286.29198207;204.16855219;242.06673396;308.4096577;283.47777669;170.3633476;275.70078866;318.24736355;250.01633098;213.07280026;313.33757529;311.03411829;245.77829228;357.37133204;186.54822954;303.30890337;299.19528329;142.97300278;426.86801927
549;1930.34339089;2483.25949074;2872.90035948;2509.36343411;2012.34420921;1973.31734452;3138.54667836;3514.54811193;4169.08649831;4019.78767579;1896.96238672;2695.24844477;2810.97550786;1826.84605739;2279.63314316;2509.14465859;4595.12864813;5412.98241966;1592.49115537;3009.35636998;1401.79669902;2519.05366843;4793.53214125;4214.87086181;1800.48099144;1616.37726371;1692.84190009;3724.41895943;1877.79381304;4856.20203509;1491.86301034;3893.13870364;2510.16343563;3583.99087773;2566.44042024;4593.6597617;2608.85836314;3396.62354812;1251.39059924;884.0968552999999;1940.22340903;2440.37392937;2131.05090142;2465.71246755;2214.18279704;2576.15771073;2901.63432864;2711.86210069;1917.77261937;1705.33045236
550;3386.27295499;4055.7835502999997;5079.55357812;4015.29736937;3791.17832357;3421.56425895;4940.61439544;4760.67978482;6084.24499954;6691.53438955;3113.45876348;4896.88685173;5147.08745493;3202.37638018;3613.27266522;2880.41637646;7418.60174665;8363.49818164;2866.51359009;5245.65733364;2171.05558327;3868.61744967;7664.43027303;7056.11900973;3230.46479903;3172.28141482;2917.07769605;4964.244474499998;2988.63330084;6459.66170006;2633.21214828;5522.41319702;5314.8600805;4309.80173912;3333.41072547;5800.68401347;4018.61362572;5804.55194888;3651.9377609;2592.99013653;3236.2204294;3397.97135234;3471.53151415;3885.06574429;3523.54712505;4016.32518035;4887.37420226;4201.05559055;2882.80950457;3075.63172372
551;3980.64749921;4449.65662672;5377.159102000001;4567.8079502;4349.83005372;3304.29073049;5394.18200692;5456.42133294;6646.75476238;7528.15395917;3813.27897746;4324.07991659;4983.92951123;3276.67882402;4213.38228696;3668.7648529;7853.35455295;9059.30913161;2946.132679300001;5235.49650241;2405.13491852;4104.95094137;6849.07460691;7458.23827079;3472.60522137;3718.81745358;3065.45978131;5910.59473166;3125.8102568000004;7964.60331085;2497.85431726;6240.91731478;5617.49904154;5482.19928437;4199.63334508;6652.05641472;4516.66140494;5845.44376331;3417.84150683;1846.28919255;3174.07527458;3794.78139674;3558.32193467;4023.65819137;3770.59438703;4460.25024352;4775.68041091;4299.0154207;3280.13396752;3075.2212843
553;86.91373109999998;82.42312132;93.37244100000001;120.10734924;128.95487617;74.08640096;111.24668309;123.87592138;84.82180719;78.37458057;156.24736719;98.01264683;56.35680261;74.95997435;99.31402966;148.27104242;49.22837276;66.61725992;76.35345249;71.64090064;81.7720997;75.29699148;57.8973087;79.96329;110.73077908;110.88430133;86.97097859;108.52429058;116.19859483;103.01180004;96.23907997;127.78118635;108.59937723;242.14885459;133.07311043;164.98683761;172.01847662;100.14774101;149.7231378;65.96646161;72.29185985;121.49553327;97.52698278;105.12757223;128.46470277;139.62129065;77.83304659;82.78824562;151.05545397;68.57200345
584;109.80914378;166.40908298;221.83499817;161.55364339;100.46130693;175.31101105;199.21355266;220.02772992;96.13194876;256.14881215;201.36575547;136.853507;163.70775523;51.99700197;128.83730784;198.65907643;280.96491197;245.79557312;118.44632719;158.8099469;112.46539392;190.52609173;392.63664945;267.82915928;179.67373195;129.35522833;143.16205738;260.02231055;134.43839162;169.9187911;172.54637912;242.65874759;252.96683023;213.73158458;290.24943502;404.38255992;156.56896673;216.38274149;135.70317515;99.76952348;83.25441653;220.79127264;155.27288533;72.96093877;111.15916677;138.52877849;171.69264327;196.74687836;217.05734995;104.73589721
652;367.14402396;228.34215905;153.70843646;115.11972913;313.6157553000001;282.88543532;60.94657828;82.73082956;179.58300369999995;168.79289788;100.76293145;192.89561038;251.89600441;172.41512259;50.76704407;178.17782261;115.20180929;50.71168153;91.23797316;145.88955563;194.64348718;166.94487275;60.81859303;112.65618689;113.32212744;162.29162289;120.09284198;84.09969209;82.07376772;161.49174235;72.5831749;98.19516539;36.66191441;114.93090271;77.6525791;110.05179912;13.08769023;145.81162365;72.25511394;135.9613715;91.26272429;75.02957753;165.10043302;23.39998843;85.66587065;34.41793051;177.80976029;41.36072971;83.67965253;126.48749377
671;5223.02880182;6147.40629588;5681.89512991;4713.90118591;5460.80162226;4519.24924442;5002.41972125;6071.44186935;4626.97074597;5516.23128391;5534.49690106;5466.59611988;6847.4894909999975;5576.14770216;4067.70326801;4097.48001844;7097.82334808;7899.68346684;4845.98683436;5031.16530925;3831.01599617;4166.41331243;7040.39203442;7290.66819415;4583.77045013;5404.93083246;3770.15607975;6218.0312327;2999.38015375;6657.74365573;3832.1253670999995;6625.52215446;9641.972623399999;12006.125356;5133.89016689;6066.92393944;4299.86602374;6761.13661326;5469.08109393;4056.6334541999995;4381.91114077;4248.76027042;4936.8572406;6125.23025966;4994.39221751;5963.50208209;6203.18919229;5116.21652114;4898.26733904;3621.59685597
688;13523.506949399998;10703.6415004;21740.5083083;18959.2519992;16494.1415365;11475.555422700001;12770.903961700002;14655.2655067;11618.0148938;19799.434164;14820.1328206;7830.560917899998;15292.343786000001;9569.51064938;14112.875918599999;12867.6461865;7672.4671418;12615.260013299998;23490.571518200002;12310.859980700001;14479.8586104;5732.30125396;9234.94472464;6559.89050037;17676.1487323;18887.129914200006;12270.7888104;11588.7335928;10698.164139;15258.0368474;10408.800402200002;11458.065671600001;16096.8454734;5917.58608795;10410.013097399999;6010.74289832;8082.08986502;10559.3824439;27213.188615;25158.9320881;11004.1987107;10521.2801085;11073.8291049;8663.71611902;14558.6233735;9173.65359749;11208.096445899999;9272.55864789;11037.6604395;11714.8501825
690;11224.0383865;7950.69701973;14892.315340399999;12540.0136985;10984.4167861;10194.9298631;8280.34243254;14740.0128463;8594.4451293;14411.1968824;13437.680281600002;5635.82551928;12996.897368200001;5789.8307071;11137.750262200001;11842.1629404;5645.16302702;10566.3046746;15819.452841;9340.56151244;7444.67000461;5425.56647178;6993.56847831;6421.02894212;8095.35054083;15169.8869473;10220.6232779;8988.61666231;7546.63849829;9447.24480948;7885.68361353;6735.6895389;15644.8478527;1901.79167984;6807.03064157;3846.80418927;6428.05812091;7249.40494122;18509.6374937;16268.604940399999;6181.29873014;5948.39527907;8641.8044146;3363.56656366;8463.66371406;6822.77496174;8666.45931292;8510.78137358;7861.28907784;10016.2544088
694;8128.48290909;5557.00342342;11736.7108844;8659.05981048;6341.44939558;6151.36051363;8812.83697664;11065.9066271;6676.53506256;11111.5217179;8965.94880709;4324.84645342;7881.32133533;3481.50186577;8255.85971987;8823.49857394;3969.92095618;5974.76450735;8081.61073542;6064.59897428;6384.1286221;3234.04804714;5915.17919031;4276.88511701;8411.86784417;9114.90722213;6505.66076386;7661.61003014;5455.76394146;6317.34190374;8136.17679899;5946.57689656;9441.95504923;1958.25342519;5247.66447239;4281.20913632;5396.9103093;5009.58663185;10799.192933600001;7515.46814445;4777.24483794;6314.2650999;7192.86622777;2340.39194366;7081.4513134;3900.5918529;4636.93148342;5466.87811379;6405.91774101;6887.98059971
696;16432.1975508;10417.9204816;19685.5608069;16135.3802875;16523.664259999998;14481.0522869;9621.50329552;15415.4843804;13113.301973;21984.5797819;19442.662982299997;8883.2820412;21420.6300792;13828.2819072;19142.6569003;13887.945733200002;8445.90452277;14409.574373500001;21321.632355;12974.698016600001;17459.0940075;9705.19995245;10814.8715751;8882.30031609;15609.641416799996;22284.6857405;14812.8733685;12492.1585623;13291.5112419;16680.3985401;10228.218326799999;9364.46409581;20974.9868427;2745.31287286;10992.288338200002;4618.19562321;7878.97247255;11554.7399426;24153.7555862;25016.4224896;13400.8383207;7282.66973229;14140.1991472;10801.5612028;13581.924019799999;10394.8977156;11730.1492966;12277.387853100001;10147.9335486;21331.802194
698;8653.77253691;6289.2714278;11976.2637121;13603.2148755;8022.92502622;7200.13620442;7370.70490437;12448.045424099999;6285.03361005;14472.927396000001;10904.1719116;4253.15108717;6416.72694458;3651.32348948;9231.40629082;6515.94824537;4811.97303759;7275.74981768;13247.043365700001;6610.50326963;6195.51466926;3545.4233646;4531.59881001;5150.21008431;8216.71502608;10696.9626225;7377.24843759;8594.69325607;6608.90468005;10562.0079723;8281.60148656;8931.7187241;11487.584106799999;4651.28438435;7733.9576183;3977.01149195;8120.913890999997;7512.01371995;15065.582845500001;11615.150629700001;3845.45400538;7977.66189779;8546.48617331;2554.21662609;8540.36882727;5652.7333247;6928.22201297;4887.10512267;6719.01374909;6341.07156175
700;13584.375987000001;9424.6936265;20427.1157607;17579.975111900007;14163.289130500001;13295.4689244;11795.518159799998;12204.488497600001;8484.27887837;20058.643448599996;13555.3429193;6495.11084497;15250.011950400001;9048.98998906;16293.569192899999;13287.437022799999;7404.26557933;10250.4434137;19731.0448433;10658.739656799999;11303.709080600001;5981.93309789;8890.65373278;6977.47930928;10955.587202200002;20292.132647299997;12570.342209100001;7926.35095842;10220.230284000001;14737.898031;10816.180536799999;10047.3350911;16278.0131636;4577.59797415;9660.59199757;3920.0120976999997;7189.79491181;8770.82385563;20825.3985929;19202.962068099998;8449.94439617;7874.86950301;10981.1637705;6177.67612699;13320.543712;8779.8642373;10121.5564463;8794.44731302;8871.09098262;10945.2820486
704;16601.121160299994;9273.36922492;19432.5857137;17714.6884037;16677.9830615;12270.2227412;8651.30816295;16545.5361341;14753.1317401;20873.3135352;17117.181498500002;9014.20543566;16663.5327854;11992.914900700001;17384.6823063;13108.888227700001;7245.69166942;12528.2429;26819.0121564;12179.423547700002;13231.303383700002;7829.17325338;9769.40383646;7799.03866663;14721.0323743;18917.2684853;12887.1124089;11173.368802399998;13231.3456035;13540.229259900001;12080.3867316;10007.256928499999;19612.404563099997;4946.14396061;9886.98434998;5107.71377251;9869.27956012;11848.8554018;27085.885819400002;22780.3521973;10463.0147865;9717.34113138;13037.792597;9461.37448551;14412.110754799998;10755.3843841;11101.2606481;9870.46926672;10827.8575358;14926.3482081
717;4954.30176561;4031.84779663;6988.31577055;5982.74272121;5008.15147183;3523.19112153;3840.418465300001;2076.83680428;1750.48635353;5329.66110362;4371.64252148;2062.70994496;5069.08178432;3287.65345835;5091.87443045;5829.38983623;2677.38864301;6584.24566244;7544.33283688;4160.35536232;3937.75311522;1157.40734059;3761.17534316;2674.27150216;2489.33174811;6644.77821814;5503.87769284;2850.56231089;2272.00323772;1796.58650422;2207.64407776;2325.45658444;5087.99980865;224.64405733;1596.41945866;890.99066058;1251.48283709;2316.34331649;4703.41091913;5838.7946122;3337.20809936;2007.16729737;3262.66378586;1145.02933613;3303.68402544;1745.16760523;2930.85689612;2911.3385098999997;1898.0694098000001;4248.78166066
737;4452.35466843;3182.19500688;6004.83660915;5765.12940731;6295.91867456;3911.65164411;3711.80892537;1644.66177811;1387.48105745;7817.19507244;3786.56516411;2072.34262525;5191.26345233;3990.06085999;7850.64639829;4904.96156254;1819.30868077;5109.0930193;5717.6245421;2721.45391071;3114.28902575;988.80023281;3635.46778553;2184.96282466;2303.04390838;5408.38077666;3941.60397801;3218.46932119;3610.63744405;2509.64780986;2058.81329456;1955.92720403;4436.91738497;161.77472589;2152.50958253;968.12897068;1535.06382825;2045.30959015;4441.94266737;5086.16258474;3895.82271153;1748.97759837;3059.04147129;1757.13499085;3275.36884361;1955.35822856;2553.65012037;2770.82888729;2154.70823657;2902.23973068
739;1332.63468213;1331.16981474;1815.53104664;1316.70373584;1046.79930825;1638.22150031;922.43283894;1358.86188198;2665.42460821;3761.4401001999995;1326.4854541;1292.57613698;2691.31479285;1914.83369296;960.34563381;1738.79005924;3715.41029231;1589.06719343;1403.06283397;1570.48547181;1963.56124045;831.34917181;2440.71437478;1596.82216929;1953.15765144;1816.45872852;861.96143162;2197.25766248;921.34157937;3378.29982962;2352.59632037;1935.72853091;2480.20931741;5078.87066636;1620.31916282;747.50813087;3239.15549754;2697.3305524;1761.29114094;1435.09524246;1293.65025686;1297.18430248;1090.94172081;1179.77231016;1071.76849733;1041.35878032;1979.60499315;1407.36533522;1247.60351249;1450.9410467
742;5150.91144196;3249.05388487;3689.61649935;3746.72163576;1614.92268538;3367.59954726;3180.31885525;5767.67623172;10422.3685244;13268.939473100001;3741.23876531;1947.62368018;7268.75287595;4018.75086509;2853.39993043;5045.82981379;13750.389212600001;11614.9100751;3538.01615131;6952.26056882;3566.66355969;7362.70499023;10500.2848448;8456.58998062;6552.11877651;3814.84649468;1473.94418198;12692.7941921;1851.23257519;13507.4601709;5807.88732828;8085.49628782;8670.58652379;14114.809659;5871.40064217;5496.17701197;16130.5499677;11927.7219731;5699.05346937;3924.31696733;3108.0893018;3474.51733873;2143.03822229;3550.60528124;3047.07841075;3146.83712125;7052.21803486;4031.74431158;4117.33318147;2145.82573926
757;719.56466884;912.33734157;724.20670188;511.76172074;735.25391354;913.4068625;559.35776629;349.76315986;694.54187169;283.77493210000006;298.65405921;673.85288228;843.30559666;1083.49013893;758.67180225;752.40200341;473.37071691;192.93542533;595.26064707;631.95519604;901.73117775;570.16154841;382.49253255;602.0520676;700.03788241;490.90555379;949.1145243999999;186.58775975;702.35732563;489.29653334;756.92848225;668.66590517;380.43368674;688.73222653;856.50521844;585.21682826;41.68838195;554.20605512;1138.4247785;613.02705778;1275.86066256;727.20711832;751.76234433;755.18075433;529.60923221;137.82664680000002;617.88809978;578.80533212;429.10855256;740.49874132
764;593.40614756;1241.59281397;696.15725705;621.00014882;86.23575707;630.60673796;214.55147432;1173.10894025;734.37472119;354.6670499;610.95310524;790.97016242;898.21251273;633.68830353;312.12212683;401.59077088;68.12667813;17.91882977;384.77059222;367.55520325;554.76704689;649.69374021;215.67781926;576.98122503;620.97124537;795.12648659;234.37811884;434.58961643;313.64505073;281.83546236;477.90017285;267.78169272;316.18206365;328.7699602;917.88613225;567.38750169;186.61605898;528.12187489;1334.1383568;794.33856318;549.6343057999999;680.53358348;191.16638293;538.80543563;203.40081757;307.44518302;722.4281695000003;1051.34101428;841.85088502;532.26772586
766;3191.70553638;2439.47327194;4114.13361462;3809.44149493;3012.70479793;3182.87831747;2457.39690061;4247.67717421;3779.07058706;7359.57707144;2792.14078233;1758.76533188;5020.80521661;2047.15861667;2483.30146943;3191.88900955;5797.33824087;5778.12160382;2511.06604384;4540.36565041;3432.75148883;3084.47202548;5816.72059384;4898.54299154;3408.79170671;3866.67701028;2592.91906724;3662.79283111;2135.10612896;6962.16802772;3202.87788937;3969.60945143;5931.52665914;7120.49925981;2919.27905266;3822.03964326;5246.76609506;4908.25802482;3641.76952345;4352.8542391;2783.9234333;3743.04635576;2364.91370099;1646.48462174;2034.36519885;2579.89790128;4511.23121407;2987.96765053;2692.16239588;2264.51793605
782;57715.9843;55654.4209875;35158.3300125;53042.0874875;40400.582625;34870.1861125;47081.73686875;47724.16093125;49680.324075;45692.95618125;69541.671475;46669.53698125;53316.18144375;69813.3291625;54503.18074375;53684.48565625;50953.45604375;35090.310362500015;78493.63299375;42903.40445625001;52535.847175;59194.37326875;34527.04066875;57389.74158749999;61510.257225;46766.73445624999;57584.49812500001;19910.80365625;52683.92571875;49794.293175;39861.82319375;39487.100075;37586.00281875;38164.08049375;56898.3849125;31362.2854125;22890.81368125;56001.49578750001;67285.956675;86407.66486875;103542.09715625;27732.25844375;53414.3279875;67855.27285;70035.3941625;65815.91313125;56929.23469999999;44692.39868125;48335.91804999999;51145.708
783;198378.5331;169798.89144666668;187922.69894;158562.4632;86513.77281333331;128026.94311333333;170328.19501333334;161926.15245999998;235952.7365333333;116604.69642666665;73290.61556666666;179598.03622666668;141538.58047333336;143138.32495333333;158244.84560666664;162609.98320666663;110559.0613;143717.26367333336;128133.95146;195542.26904666668;143961.14747999999;181519.19424;156769.52392666665;121262.44581333332;205589.5532533333;176621.44105333337;146812.2398266667;121371.55779333333;88358.84938666668;165375.36790666668;147685.41014666663;217204.28696;104483.30394;113200.06405333332;168463.3082;229257.96818666672;176819.50332666672;184785.83668;173139.63376;185113.77199333333;155348.7438666667;136995.00816666667;218520.65842666672;122095.61393999998;115470.64785333331;128692.23072666668;231393.30246;232025.30542;241730.69994666663;167728.46228
784;188392.95238607595;162373.93570253163;179436.42326582278;150845.51619620254;83937.03010126582;123383.71108227847;162453.9865886076;154463.9081898734;224342.19777848106;111559.07801265824;71068.08789240506;173885.71466455696;137483.88005063293;135951.83898734176;153618.97424050633;155772.95722151894;106319.71737341773;137976.65325316458;122431.97589240505;187636.89273417727;137678.7579493671;173226.27351265826;149687.038721519;116737.63358860758;196196.1492721519;168463.93945569618;141378.3019113924;116283.64653797472;85451.44126582277;158363.35657594935;141968.00381012654;207913.6911202532;101082.40074050633;108976.85823417721;163195.70792405066;219158.14188607593;169380.7850063291;177839.9681518987;166627.79356329114;178118.7823607595;148170.14679113927;130724.62163291135;208706.9412531645;116520.391721519;110458.29067088607;123412.6231835443;220946.82817721518;221278.10606329108;231413.90626582282;160791.44065822786
785;98017.5951681818;125404.37798181821;145065.33832727277;128909.39548636365;84023.51135;123640.0608590909;245900.0257409091;203480.25339090906;111480.89981818182;145296.75877727268;246058.9321181818;114877.8566590909;89747.24554090908;116047.63465454544;90737.95372727273;98189.92997272726;95687.67930454543;152882.52159545454;220717.52405;102960.29223181818;101340.1179590909;120512.7143318182;168916.1637681818;141992.29543636364;111554.23786818182;153698.10205454545;132448.23282727273;141054.63700454545;153035.9389590909;94059.4516818182;87591.04119545456;114110.2861409091;109901.67917727273;158793.51126363638;139403.63111818186;251182.60803636364;192619.05313181816;85377.91071363636;95512.04038181818;72744.07508181817;219637.78700454548;93497.30530454547;101694.18531818182;133432.47708636365;201044.4639590909;180233.7635681818;60664.920995454544;124794.347;115179.97191818182;103982.9086409091
786;3660.6992363636373;1706.960468181818;1925.4708954545447;6871.384486363637;3228.5452999999993;6685.990609090911;10642.132336363637;11095.681177272727;2657.1421409090913;2537.0044272727273;10588.227881818182;7642.215168181819;6640.5527454545445;8138.171668181818;8745.255745454546;8419.486918181818;2791.934304545455;6724.303127272729;14491.080686363635;3490.91065;5991.866072727273;2780.1195181818184;9029.015113636364;8846.606295454545;7903.512872727273;4871.5742590909085;31105.094913636363;15030.197913636364;2271.8475272727273;3971.439545454545;3624.213109090909;2142.7888272727273;7605.570372727273;22797.815995454544;12234.604577272727;17450.767890909094;6635.299518181818;4044.95065;6330.107099999997;3189.802240909092;16384.443336363638;9409.079486363637;7934.6797636363635;11814.341604545454;68423.71310909091;22403.44841363636;1397.9466727272727;7485.628695454546;4961.244454545455;5751.8501727272715
787;3421.5878920454547;2481.7679431818187;3234.3486022727275;3187.507465909091;2302.384261363637;2635.8051420454544;3440.638176136364;2850.508471590909;3348.409920454546;2408.9265170454546;6286.986005681818;4476.71375;2915.429642045455;2794.931670454546;3289.346539772727;2737.2164488636363;2635.7788181818178;3199.4071534090917;3087.3978011363647;2966.148556818182;3071.176102272727;3225.6923238636373;2719.690602272728;2860.9971306818184;3228.01375;3171.4264318181818;3246.5091988636373;2182.1190795454545;2663.562494318181;3170.8595909090905;3425.699284090909;4058.414920454545;4146.045068181818;4859.56402840909;5158.186795454545;4891.908272727273;2842.519789772727;4104.481295454545;5966.007409090909;3949.203988636364;2723.8373295454544;3130.6168181818184;4082.6958295454547;1868.8435795454548;3457.506607954546;3839.3568295454547;4344.818255681817;4346.754454545455;3544.6765454545452;3161.146448863637
788;3653.488483146068;3017.262370786517;3590.202511235955;3501.4739044943817;2536.4076853932584;2907.1269550561797;3722.958146067416;3077.804820224719;3685.1550280898873;2699.277213483146;6565.603696629211;4523.165803370786;3253.597146067416;3286.4906404494373;3429.653983146068;2926.1895224719096;2968.8500730337078;3458.6452471910115;3394.014764044944;3373.3238146067406;3564.269280898877;3747.7004887640446;2939.2253707865166;3058.8389887640446;3371.771792134832;3449.778387640449;3554.7882977528084;2419.819224719101;3037.393382022472;3532.252191011236;3763.1132191011243;4430.746443820224;4572.192735955056;5190.331264044944;5342.446073033709;4840.289797752809;3043.168960674157;4391.397174157303;6375.278926966292;4190.233837078652;3157.2322808988765;3413.1023707865165;4369.243157303371;2161.9060112359552;3554.1784101123603;4089.029719101124;4540.195702247192;4517.387483146067;3817.206606741573;3266.523550561798
789;52673.25972941176;44403.52227058823;45488.08972941176;47651.65141176472;43334.33026470589;65639.21399411767;68456.3110647059;67565.86556470588;62854.56788235295;50105.67157647059;55239.603123529414;39791.8599117647;38465.43515882353;35780.93762941176;22637.925476470587;41152.75952352941;39339.83882352941;60498.52497058825;32563.02040588236;56685.45063529413;57243.132323529426;44427.837258823536;88773.92345882351;33294.107252941176;33467.5432;58063.07618235294;39892.671664705886;61971.52616470589;43564.73231176471;31636.32505882353;45510.17139411765;44914.74721764706;33332.58848823529;53692.70223529411;48896.08403529412;81624.3693647059;58288.01731764706;34260.346805882364;28741.67110588235;23197.6412117647;34270.76633529412;53399.08360588236;36687.18322352941;25005.22272352941;45349.8019;33646.39026470588;35817.433094117645;48506.46729411765;37056.57904117647;36894.4771117647
791;7115.848899328857;4421.1626577181205;2868.767701342282;2811.799520134229;3952.712147651007;4364.776654362417;2290.647634228188;1920.596553691275;3540.837335570469;3113.428516778524;4841.518265100671;7091.509489932884;5040.755476510068;8152.894570469799;6554.037130872482;2461.304006711409;4821.751627516778;5531.437526845637;4682.52755704698;5472.877318791947;6247.997097315436;5939.450842281879;4211.811973154362;3443.541332214765;5898.656127516779;3531.842530201343;4442.735322147652;3160.3481912751677;5659.8266510067115;7462.7744899328845;3384.999080536913;4123.68372147651;6209.644107382551;4547.746560402684;4506.320419463088;3284.500211409396;6838.234899328859;7148.6189798657715;4067.4272885906043;7779.110302013421;7310.974352348991;2226.048322147651;3756.848291946309;8499.502795302014;3044.716251677852;3823.12938590604;4247.606234899329;3847.310822147651;2980.218003355705;7206.7133959731555
792;3453.223602941177;3598.893080882353;3298.395110294117;3263.3356470588233;3050.1540955882347;4226.163875;4963.458573529411;4372.493845588236;3709.2142867647053;4402.409823529412;6125.076551470588;3099.8352720588236;2681.205051470588;2005.7041838235293;3377.914463235294;2277.640948529412;2856.6343382352948;4068.610250000001;2026.460573529412;3438.001345588235;3726.180470588235;3770.891845588235;5409.999860294118;2108.349191176471;2448.287889705881;3950.890316176472;2413.7337573529408;4119.613830882353;2844.628088235295;3062.86725;4080.8843676470588;4437.418367647058;5877.185845588236;3092.9255147058825;4511.693617647058;5641.894352941175;5579.4128970588245;3484.5240000000013;3213.359419117647;2225.9711029411765;2226.744470588235;2731.964397058824;3211.8715147058824;2683.7740955882355;2286.8320882352937;2624.960926470588;3035.682316176471;3608.307522058824;4894.898147058823;2926.9154264705885
793;4418.32366;4662.67219;4027.244360000001;4916.50338;5000.32732;6346.3325099999975;7186.7457049999975;5184.847115;4596.45204;4571.120565;15467.497795;6386.45211;5367.4373700000015;6205.824045;5884.177565;4123.01864;4373.8208049999985;6464.440465000002;4951.633105;4960.432095;5998.82081;4796.7942299999995;6918.054885;5073.734175000001;6267.12611;4871.508445;4847.6755250000015;5655.945035;4204.01016;5987.7916449999975;5762.490625;5696.744245;9290.61807;6845.150059999999;7245.432479999998;7312.5608950000005;7908.777115000001;4718.273575;4955.88911;5178.3117299999985;6241.5752;5261.949665;5132.66115;5741.4125;6893.605720000001;9124.15137;4399.170425;6222.38731;7211.912139999998;5018.892825
794;13942.810201149428;17534.681;14565.795252873562;14307.262666666666;22826.97872413793;17604.829718390803;19361.95356896552;17862.591982758622;12315.910482758623;11028.537149425289;20973.768344827582;26946.324482758617;10811.497103448277;44357.395798850564;17127.549109195403;14225.230580459767;12922.248821839079;27961.84130459771;28196.644247126434;18231.51141954023;29357.64772413793;18915.60606321839;13521.527045977007;27061.523316091952;15868.048310344831;14722.128683908048;18386.72225862069;14349.235660919543;17701.72974137931;13879.136298850577;11291.11466091954;14550.054729885058;5026.865034482758;24856.49835632184;7896.910057471264;20352.327287356322;26121.931511494255;7928.95608045977;10636.60440229885;13755.481511494252;23979.94522413793;18027.790143678158;11841.858798850577;18921.92452873563;36218.5506091954;35632.23;7786.5094022988515;17243.487620689655;15660.682160919541;31194.181793103446
795;234220.6845518868;192136.69038679247;358401.83625;342521.06116509443;185381.36247641512;377600.3552169811;461070.6204386793;612436.74570283;279402.53988207545;308914.86931132077;256752.3125283019;164828.209245283;352222.76230660384;418583.8570849057;97488.15321698114;187632.86228773586;139584.35638679247;255574.5235424529;684258.4700188679;205575.7511698113;246380.8515566037;232202.4793207548;510238.9469103774;290548.470509434;249320.7089056604;279899.6365754717;292639.9828301887;463576.9963632076;359090.602514151;151561.27755660375;177479.84563207548;143805.33725943396;203182.7106981132;181317.6355943397;208026.0898726415;292265.6901132076;238882.2477122641;116197.81815566035;147676.5030283019;123930.49198584905;527418.5547877359;335553.20075;240026.58074056605;396737.55531132076;461995.501259434;317574.01125;123510.61066509435;265801.6406320755;249105.276278302;221221.27400471686
