ensembl,TCGA-BC-A10Q-11A-11R,TCGA-BC-A10R-11A-11R,TCGA-BC-A10T-11A-11R,TCGA-BC-A10U-11A-11R,TCGA-BC-A10W-11A-11R,TCGA-BC-A10X-11A-11R,TCGA-BC-A10Y-11A-11R,TCGA-BC-A10Z-11A-11R,TCGA-BC-A110-11A-11R,TCGA-BC-A216-11A-11R,TCGA-BD-A2L6-11A-21R,TCGA-BD-A3EP-11A-12R,TCGA-DD-A113-11A-12R,TCGA-DD-A114-11A-12R,TCGA-DD-A116-11A-12R,TCGA-DD-A118-11A-11R,TCGA-DD-A119-11A-11R,TCGA-DD-A11A-11A-11R,TCGA-DD-A11B-11A-11R,TCGA-DD-A11C-11A-11R,TCGA-DD-A11D-11A-12R,TCGA-DD-A1EB-11A-11R,TCGA-DD-A1EC-11A-11R,TCGA-DD-A1EE-11A-11R,TCGA-DD-A1EG-11A-11R,TCGA-DD-A1EH-11A-11R,TCGA-DD-A1EI-11A-11R,TCGA-DD-A1EJ-11A-11R,TCGA-DD-A1EL-11A-11R,TCGA-DD-A39V-11A-11R,TCGA-DD-A39W-11A-11R,TCGA-DD-A39X-11A-11R,TCGA-DD-A39Z-11A-21R,TCGA-DD-A3A1-11A-11R,TCGA-DD-A3A2-11A-11R,TCGA-DD-A3A3-11A-11R,TCGA-DD-A3A4-11A-11R,TCGA-DD-A3A5-11A-11R,TCGA-DD-A3A6-11A-11R,TCGA-DD-A3A8-11A-11R,TCGA-EP-A12J-11A-11R,TCGA-EP-A26S-11A-12R,TCGA-EP-A3RK-11A-11R,TCGA-ES-A2HT-11A-11R,TCGA-FV-A23B-11A-11R,TCGA-FV-A2QR-11A-11R,TCGA-FV-A3I0-11A-11R,TCGA-FV-A3I1-11A-11R,TCGA-FV-A3R2-11A-11R,TCGA-G3-A3CH-11A-11R
ENSG00000198734.9,53.24534355,40.31533381,44.82745686,40.54715834,29.86593116,59.86973354,71.64805226,32.31519603,36.12131014,29.69140688,34.76433248,46.64889786,48.3965739,58.64790635,39.79725404,43.33482101,52.8478573,50.40137513,40.75015262,60.77096152,45.58000064,56.72335492,71.95711544,62.95374108,32.58260071,32.15945175,51.58109944,49.04813335,44.76674379,25.13594643,44.36273975,40.63208393,32.52271811,22.17494659,43.53352438,38.57056322,29.05886951,34.38940509,22.64726757,38.93515128,60.43031313,40.95001149,44.09667892,51.90349868,46.82840455,47.84593029,43.70847924,53.0253088,33.09717172,40.69243626
ENSG00000198736.10,44.55270609,39.28158908,40.7608171,38.74791081,59.46099823,40.86318156,43.60263063,39.78381287,48.31021794,46.96828367,36.24145954,36.72457152,50.35687666,47.50673686,50.43320954,70.72245536,43.07554335,39.94631521,38.88053793,52.05387855,53.18833594,56.79816087,39.58736465,39.34095548,59.81067377,54.30767485,45.98664157,42.48644528,50.27448226,48.74889102,57.62001214,54.19553698,55.64670911,65.71736437,41.31381396,44.34475052,68.52110009,59.86368918,74.60214422,57.84474687,53.71361363,58.72798996,44.2051962,49.64924942,46.91029163,37.38107896,41.90382243,36.67375922,68.52699301,51.40317392
ENSG00000198763.3,8128.48290909,5557.00342342,11736.7108844,8659.05981048,6341.44939558,6151.36051363,8812.83697664,11065.9066271,6676.53506256,11111.5217179,8965.94880709,4324.84645342,7881.32133533,3481.50186577,8255.85971987,8823.49857394,3969.92095618,5974.76450735,8081.61073542,6064.59897428,6384.1286221,3234.04804714,5915.17919031,4276.88511701,8411.86784417,9114.90722213,6505.66076386,7661.61003014,5455.76394146,6317.34190374,8136.17679899,5946.57689656,9441.95504923,1958.25342519,5247.66447239,4281.20913632,5396.9103093,5009.58663185,10799.1929336,7515.46814445,4777.24483794,6314.2650999,7192.86622777,2340.39194366,7081.4513134,3900.5918529,4636.93148342,5466.87811379,6405.91774101,6887.98059971
ENSG00000198786.2,4027.46054508,2392.02133828,3149.86450973,2089.20525754,2909.7794644,3537.239212,2446.07860523,1805.65936168,1810.79165615,1791.1407022,3296.19640329,2198.58069935,3859.89979112,2213.24618605,3032.94086983,4292.72665376,1190.54083073,3514.59403945,4128.38573867,4236.88061105,3501.2629939000008,1529.12700319,2939.26317775,2217.17169406,1649.3417905,5427.65280274,3542.23591687,1866.84825097,3039.93319694,2350.40105406,1945.26656714,1833.18820149,4779.44602137,229.06303979,1226.32622265,702.84977715,1435.328304,2077.07596139,3325.14537534,2934.98333151,3697.62486788,1553.5791814000004,2358.92383778,1070.21292829,2518.82776447,1716.5375927,1800.04081954,2648.50270112,1200.31895918,2796.84762801
ENSG00000198804.2,16432.1975508,10417.9204816,19685.5608069,16135.3802875,16523.664259999998,14481.0522869,9621.50329552,15415.4843804,13113.301973,21984.5797819,19442.6629823,8883.2820412,21420.6300792,13828.2819072,19142.6569003,13887.945733200002,8445.90452277,14409.5743735,21321.632355,12974.6980166,17459.0940075,9705.19995245,10814.8715751,8882.30031609,15609.641416799996,22284.6857405,14812.8733685,12492.1585623,13291.5112419,16680.3985401,10228.2183268,9364.46409581,20974.9868427,2745.31287286,10992.288338200002,4618.19562321,7878.97247255,11554.7399426,24153.7555862,25016.4224896,13400.8383207,7282.66973229,14140.1991472,10801.5612028,13581.9240198,10394.8977156,11730.1492966,12277.3878531,10147.9335486,21331.802194
ENSG00000198816.5,15.14191959,10.10004492,15.15312553,15.07629797,26.79993685,13.7649389,19.66172668,20.0903682,11.97557767,11.95694343,16.60166882,13.72399528,21.54342613,10.14904584,10.993786,13.49550146,14.14698683,8.03601873,18.59137657,14.26822446,19.56005512,12.65811058,11.20117517,16.30292584,18.44300221,21.93833697,17.01080186,13.88759661,12.35006513,14.78207897,23.1705723,16.52986704,18.69597389,45.7956649,20.79260065,28.40146832,29.07322865,20.84627377,36.77296781,26.96655104,13.7902305,16.47566453,18.20126709,11.11954603,13.67585293,16.81197872,14.10732905,18.38245653,33.97367051,20.52586283
ENSG00000198840.2,8653.77253691,6289.2714278,11976.2637121,13603.2148755,8022.92502622,7200.13620442,7370.70490437,12448.0454241,6285.03361005,14472.927396,10904.1719116,4253.15108717,6416.72694458,3651.32348948,9231.40629082,6515.94824537,4811.97303759,7275.74981768,13247.0433657,6610.50326963,6195.51466926,3545.4233646,4531.59881001,5150.21008431,8216.71502608,10696.9626225,7377.24843759,8594.69325607,6608.90468005,10562.0079723,8281.60148656,8931.7187241,11487.5841068,4651.28438435,7733.9576183,3977.01149195,8120.913890999998,7512.01371995,15065.5828455,11615.1506297,3845.45400538,7977.66189779,8546.48617331,2554.21662609,8540.36882727,5652.7333247,6928.22201297,4887.10512267,6719.01374909,6341.07156175
ENSG00000198886.2,17452.998677,10777.2472252,20980.2100309,19664.442762,16085.8826254,15066.5542326,14107.259622,14811.205216,11716.8138939,21157.259117200007,16877.3853974,7889.15146169,17679.849637,10593.2836369,19884.7580937,16226.4023016,9260.79238697,15298.8243491,26728.0893208,16024.05089,15856.8889275,7828.12128141,10859.2690301,7825.22589285,14990.6714767,25424.6188571,13211.752671200002,10403.2357884,8893.19970548,13295.169334,10049.1921485,11541.283539,19121.3822618,2591.99506608,8526.20172518,4389.55953797,7696.93267699,11013.426112,24189.3123783,29070.1410022,12785.1104448,9037.9429902,13176.5286666,6080.82643429,13294.7095605,8426.36472995,13600.6162503,11017.790036,10983.9646306,17291.4161603
ENSG00000198899.2,13584.375987,9424.6936265,20427.1157607,17579.975111900007,14163.2891305,13295.4689244,11795.518159799998,12204.4884976,8484.27887837,20058.6434486,13555.3429193,6495.11084497,15250.0119504,9048.98998906,16293.5691929,13287.4370228,7404.26557933,10250.4434137,19731.0448433,10658.7396568,11303.7090806,5981.93309789,8890.65373278,6977.47930928,10955.587202200002,20292.1326473,12570.3422091,7926.35095842,10220.230284,14737.898031,10816.1805368,10047.3350911,16278.0131636,4577.59797415,9660.59199757,3920.0120977,7189.79491181,8770.82385563,20825.3985929,19202.9620681,8449.94439617,7874.86950301,10981.1637705,6177.67612699,13320.543712,8779.8642373,10121.5564463,8794.44731302,8871.09098262,10945.2820486
ENSG00000198918.7,22.73096643,22.43232328,22.49547496,25.89799564,27.18373183,19.78122048,23.92027794,21.38217156,13.62517738,16.61184134,26.92266959,15.10002719,15.79151895,18.9423574,21.47849283,29.12051369,12.59873069,15.20594157,13.92691859,13.047296800000002,19.03825823,10.48437619,15.68791496,15.47165166,20.23134805,24.05548181,15.44563661,20.20134164,18.56330692,20.09948483,18.99953834,16.75381053,21.6579232,43.61472751,22.73337426,29.75063152,27.91551552,18.60552336,23.98940312,14.21064408,15.08887048,21.49095656,17.80389809,22.73649335,23.82614955,17.04620741,15.11576986,15.50440982,30.58888528,13.86606525
ENSG00000198931.9,26.12326938,22.93488603,23.54862731,20.80999237,28.15593999,20.97227917,30.01987517,28.81504128,15.03771174,21.46895504,25.44714959,28.57421323,22.82178595,26.43083269,27.55280966,30.88269412,16.35518407,11.61389674,25.86551281,27.52197085,28.26983453,24.75223436,16.27064191,27.07380355,34.83379911,25.02868653,24.52022286,30.805188,27.09114535,27.46666866,28.58099162,30.42231093,23.35786467,57.90903575,32.3649936,35.61926193,55.65111395,26.79483995,37.12158059,46.56993832,30.96853693,31.44003463,30.98712408,35.87302939,30.20463443,32.94188229,26.15145364,25.29234869,35.68092013,29.12231695
ENSG00000198937.8,14.30065602,9.40622218,8.7234393,18.95256545,21.13700173,9.78294942,7.51078782,10.40829969,14.74024029,18.85689229,15.59480548,13.4329978,16.40631367,15.22365506,19.47213916,19.04134791,10.59586175,13.90400011,14.19714036,14.60393814,17.80818926,12.16732762,9.23854108,10.88782078,18.565751100000004,14.559230800000002,19.23152399,11.99913119,17.45226736,29.10075529,18.87708202,14.89235175,13.266292800000002,37.70432501,13.79522672,8.33398938,10.54227426,16.56703307,25.37394615,18.91981998,13.43855416,13.9893816,20.40773885,15.41521786,18.52053489,16.01254847,11.94524042,9.39946041,15.71579466,17.03882756
ENSG00000198938.2,16601.121160299994,9273.36922492,19432.5857137,17714.6884037,16677.9830615,12270.2227412,8651.30816295,16545.5361341,14753.1317401,20873.3135352,17117.181498500002,9014.20543566,16663.5327854,11992.9149007,17384.6823063,13108.8882277,7245.69166942,12528.2429,26819.0121564,12179.423547700002,13231.303383700002,7829.17325338,9769.40383646,7799.03866663,14721.0323743,18917.2684853,12887.1124089,11173.368802399998,13231.3456035,13540.2292599,12080.3867316,10007.2569285,19612.4045631,4946.14396061,9886.98434998,5107.71377251,9869.27956012,11848.8554018,27085.8858194,22780.3521973,10463.0147865,9717.34113138,13037.792597,9461.37448551,14412.110754799998,10755.3843841,11101.2606481,9870.46926672,10827.8575358,14926.3482081
ENSG00000198948.10,7.47658476,7.15455976,4.69793799,5.28119829,3.42103418,8.35248707,6.25426615,2.89914588,4.52967318,6.064302400000001,3.2196398,3.83411468,6.20601919,2.95927621,2.71772002,7.4674919000000015,7.88575077,5.4524217,3.69067748,7.34140355,4.74962362,7.37798464,8.47742457,5.35974138,2.58246159,5.68475785,2.49572692,6.98856963,3.85663964,3.01125035,6.13576205,4.77445766,4.2124902,2.32733415,5.11778144,4.08479168,6.49651455,5.70779402,4.74007402,2.5086494,6.1890528,4.32231956,4.60311412,2.69123279,4.13905376,3.0325788,4.51707881,5.92674594,5.16494332,4.66153255
ENSG00000204219.8,27.44031423,24.55634642,27.11921659,20.52421963,31.87296049,41.36161187,34.48715017,37.14731538,24.22739163,21.44765641,23.03439022,31.29432082,31.36836498,19.56263728,38.11499528,30.54134946,28.38955839,16.16748663,24.6819994,29.6252412,40.15155523,31.01027025,37.60953738,24.40573366,34.65110464,33.20434951,34.28951299,32.15612963,29.23017934,29.29963653,44.50605248,42.73621214,26.65899282,57.88868406,41.03575262,41.29763742,47.40590183,37.47771949,33.73815105,29.77673911,23.10639703,38.5023333,28.05405004,21.20739768,31.38248358,21.68403737,24.38294191,30.97871885,49.86603123,31.12830603
ENSG00000204228.3,27.9966929,21.56791347,27.24002121,25.16475746,28.57254071,27.06589439,37.84880820000001,27.61653545,30.53375694,19.21164526,25.21881416,32.12520473,26.41254843,20.36140633,13.82406322,38.06344459,18.39489419,16.8372092,26.59021436,33.76152082,27.44654205,27.75740247,25.496025,23.97690592,28.86753686,35.63855183,31.00490343,30.26870888,28.58995965,30.34075359,34.53129847,29.02803383,32.1801914,53.48596171,34.16684506,30.715523200000003,38.09326291,34.38866489,37.16442385,38.13382688,28.682516600000003,40.84278603,27.15794247,25.75566763,27.50681469,26.20853409,25.59955679,34.7804116,37.0870322,28.17073979
ENSG00000204435.12,11.27115842,8.60059415,10.53409048,10.17720077,14.85324102,9.97846817,11.0897216,15.73036453,12.19059985,9.09885263,12.44653873,8.48332882,8.12934435,9.80582098,8.34911025,8.50837548,6.39691318,8.05999254,6.85406386,8.43943414,10.57492787,7.69355329,6.71022572,7.91684526,11.69738195,10.95940458,8.71522536,9.36721143,8.04775542,9.01336383,8.96774402,10.6167287,10.42583544,20.48330932,10.05577771,12.45859902,15.38846026,10.57683233,13.64961078,11.05744364,7.906289,7.50283161,7.93590449,11.60960254,9.32696201,10.97815241,8.0721793,7.88892039,15.95206868,9.52678247
ENSG00000204444.9,175.39751188,113.34186233,135.25755363,141.55412663,133.46893446,170.86861032,140.86369723,201.63741583,130.16230296,97.66077919,145.09393929,147.31455038,130.33522787,90.09495274,109.54913539,175.77874903,53.77955147,91.59609068,85.85403535,155.77464797,129.7294555,127.67915883,126.32317203,107.58115991,172.55748145,154.49367058,144.27715725,199.8021425,147.36524538,87.34187268,176.14152898,238.63353602,220.68208206,299.42104460000013,187.21633565,251.620911,148.26583480000005,182.40304572,277.45661464,98.94325415,116.68023542,171.29303564,118.06397353,203.9883213,135.58918218,190.16134496,130.83074376,171.23333709,239.10902333,140.54560803
ENSG00000204653.8,53.63469507,37.12303170000001,46.81351827,55.36010128,56.91292374,56.00684707,35.7426169,36.49672002,55.06324607,26.25374792,28.49741932,53.41295109,51.09560043,42.21087921,56.19258520000001,51.86360509,25.93456382,21.77940952,53.99640695,51.68317362,55.71658235,45.28611997,17.79203608,34.99432871,54.11512066,61.86580172,54.92748401,33.04273265,42.7684076,43.12629063,68.43951817,47.12049165,43.10423383,77.60622776,49.37972483,46.89920733,35.21105072,48.36387114,132.84485077,104.58923616,47.4453551,66.20016172,58.45203453,34.34225811,33.39513189,34.68339349,59.13141237,52.20292506,71.18173397,64.66609442
ENSG00000204922.4,3.93646173,3.46409539,3.43217428,4.05275925,6.2388045,3.80111518,3.96052851,6.25407056,4.16840296,2.81514333,3.54871951,3.80276189,4.10346943,4.04179814,5.0772779,6.99424032,3.22642517,2.28714878,4.29698732,4.59487682,5.45321648,4.33549965,2.27636279,3.56147432,6.01583863,5.50332411,4.02093872,4.6196975,3.85450368,4.21492673,5.08710116,4.15507232,4.74436888,12.26027706,5.49280539,5.73671329,8.83094657,5.51245388,9.94425499,5.4814754,4.609384,5.84569793,5.33699809,5.42673604,4.12792047,5.0253224,4.95174107,4.33038206,8.37911226,4.49318936
ENSG00000205106.4,1.44845402,1.90231679,1.17422158,2.29967102,3.28120478,1.24669501,4.54345182,3.58481371,2.60032005,2.04959922,2.99492116,2.86885777,3.11014806,3.21582612,5.10143385,2.96423569,2.49264959,2.31855856,5.62400687,2.45100316,3.43282203,2.25271459,2.11704627,4.33039175,1.5260165,1.6247143999999998,0.71888844,4.59335943,2.86033093,4.89630742,4.33225753,3.33560957,4.14543472,7.04915868,2.45068158,9.49434152,2.57675804,2.70965089,10.38701419,3.94345542,2.01917275,2.02562791,1.19169746,5.02527123,2.36337809,2.88379993,1.17859367,1.72174934,4.37188869,2.33830336
ENSG00000205155.6,10.69971812,7.28642894,10.40875836,9.33098002,12.96031428,9.27099549,9.46180432,14.11349455,13.91136768,11.58058275,14.86406021,10.25208482,8.88899702,9.44383843,8.97244056,9.03187307,7.18609701,8.09481887,7.39583283,9.02122748,9.57627508,9.97326472,7.18530434,8.17830721,13.39959064,11.12662433,8.63614258,9.19481015,10.45282575,9.93972628,9.20907391,10.8320178,10.96035994,14.27356449,9.59978281,12.98357835,15.29064682,12.38025226,18.84043484,14.55958796,7.72029645,10.17690069,10.24029367,13.80903923,10.8760556,13.89120415,8.70626185,7.9986929999999985,12.9829047,11.97802237
ENSG00000205213.12,15.27822948,10.03473033,14.33474259,14.23396993,11.29479703,16.82578004,17.082955899999998,11.56497353,7.37125427,8.98245345,7.81129553,11.79031537,11.19280784,12.19752534,12.98553675,14.93250687,14.278000099999998,11.2238085,9.15373649,10.29298752,15.03398075,16.221282199999994,14.270871,12.68740726,9.10451273,10.57402141,13.55611187,14.41293311,13.14145299,8.88599962,9.5490305,13.94755455,9.40784021,2.98893629,16.32822995,8.19708566,11.12430733,10.53716894,5.56230973,6.49433119,15.20103235,13.38117754,13.49433132,9.60838468,11.87698754,9.1482765,12.29746175,15.54329213,8.43918342,10.97776726
ENSG00000205403.11,195.878433,150.68555706,120.9141398,129.73995865,144.94584533,180.16616456,100.8195214,84.55919793,174.20466733,220.42962935,119.2208605,145.04167523,262.0884821,133.05027602,127.39339742,145.63807926,202.53611376,201.33182119,129.84148862,183.11459714,143.06564774,184.47358712,284.78767779,187.72542569,136.53444816,145.24480975,122.16082132,207.52234881,140.94656425,181.82441608,173.66796356,188.89764689,187.69973958,127.11745661,132.39989573,125.71422712,135.52561237,215.42816301,97.4030597,118.74635564,88.42642274,125.35288375,129.40566976,134.09347747,175.771988,138.19427481,154.5136229,149.47263319,98.14249824,113.70921877
ENSG00000205544.3,49.30702089,29.90195382,52.41635943,41.8766152,57.61136574,45.83045157,50.71392872,51.68972969,50.9663458,48.11825539,45.67414075,39.38288415,50.05174589,27.39554845,45.83659213,73.31530349,30.740941,27.80780741,36.37669572,44.77911001,36.03333706,44.65848256,31.7242123,30.72050237,51.38127821,55.48578505,37.71503658,32.89254666,34.62613667,44.54016023,53.85856423,64.05797031,56.75701846,105.57041197,79.54536665,76.47981864,47.12740884,66.43207204,104.07307693,40.48548793,22.20202199,67.0817495,52.71722193,22.151602800000006,43.32278572,37.65538642,40.31386515,52.8650863,83.37696403,41.77579891
ENSG00000212907.2,4954.30176561,4031.84779663,6988.31577055,5982.74272121,5008.15147183,3523.19112153,3840.418465300001,2076.83680428,1750.48635353,5329.66110362,4371.64252148,2062.70994496,5069.08178432,3287.65345835,5091.87443045,5829.38983623,2677.38864301,6584.24566244,7544.33283688,4160.35536232,3937.75311522,1157.40734059,3761.17534316,2674.27150216,2489.33174811,6644.77821814,5503.87769284,2850.56231089,2272.00323772,1796.58650422,2207.64407776,2325.45658444,5087.99980865,224.64405733,1596.41945866,890.99066058,1251.48283709,2316.34331649,4703.41091913,5838.7946122,3337.20809936,2007.16729737,3262.66378586,1145.02933613,3303.68402544,1745.16760523,2930.85689612,2911.3385099,1898.0694098,4248.78166066
ENSG00000213261.3,1.94970054,1.44946398,2.07057812,2.81075758,2.78878029,1.25859117,1.66655497,0.98390823,0.90934563,1.1364921,1.16495541,0.47157116,0.43738864,0.42288352,0.29471721,0.80521899,0.18289468,0.37612866,0.16687532,0.46118973,0.25907504,0.52663758,0.19311957,0.24326008,0.66638349,0.58754066,0.29410691,1.29508165,0.70873706,0.56887941,0.71875508,0.78818764,0.86222819,3.10558344,0.73422518,0.88718621,1.6205659,0.76335457,1.26059259,0.45633924,0.08465941,1.0191608,0.8482190999999999,0.69572205,0.84585048,0.96482289,0.56828179,0.74429467,1.52004786,0.25367811
ENSG00000213398.6,75.71105985,68.51650771,69.77448957,62.76046192,48.32370908,80.62635616,52.12730015,51.64416577,101.90289347,65.19197333,37.49582814,77.16762922,69.83801690000001,46.71064011,57.16395636,70.95439486,61.56750564,38.5568179,54.90212370000001,81.40842201,77.05679352,71.93182309,59.95217829999999,65.59995357,92.23658354,66.88160053,77.4877757,51.88877551,45.83919442,68.5056726,98.24742878,81.77536262,68.36078611,71.89798344,81.74968917,62.00495449,33.97259697,88.73923705,116.1307218,86.45275341,58.95094849,79.69449279,78.77224004,29.22805792,38.57697621,31.50958075,97.92894716,84.74742036,81.34672312,85.95887122
ENSG00000213512.1,17.96425087,17.31652444,10.30999089,11.97983415,13.00916134,31.42020534,13.4902361,11.44967161,18.33354073,16.60704682,12.57970266,7.09571754,18.32697363,18.27881771,19.24879805,12.00201226,14.76082945,3.44412498,14.0841513,19.35136355,33.25944868,26.24984709,18.0752752,16.61157069,22.24257459,17.69081393,23.83434498,23.10156567,31.35635036,18.97117799,22.93935128,16.83690959,13.82948786,7.2110112000000015,11.89902373,9.20675144,9.61458725,13.24522604,12.80071122,6.23243364,22.35846931,15.052288399999998,15.84823042,17.65220447,18.950760100000004,8.62281266,11.73320941,13.93511087,9.65873535,18.49022441
ENSG00000213563.5,11.40079363,9.81258983,10.36069583,15.15120778,22.35833276,10.49379742,11.05544823,9.68474001,11.33348425,7.50198732,8.58319201,11.66112772,14.73424225,9.14633385,9.72073525,12.32439861,10.05470628,6.82298425,12.75196311,11.71296687,12.85296751,11.45599078,10.73437617,10.2923629,12.17331397,12.67650964,12.55048427,8.99080084,8.41954386,10.58243664,16.39070263,12.92720865,11.12710833,17.31848287,12.04049169,14.08630577,13.82835203,15.40699325,19.94936001,17.86139056,11.27744684,13.20860653,13.33383732,8.12926543,9.67415071,10.39847867,12.69565743,13.28895955,16.13730934,12.52833102
ENSG00000213619.8,13.13269095,10.74832344,12.42331007,13.12226734,17.51063659,11.48827222,12.74692632,13.90757446,13.5323935,11.68446777,13.76565833,11.7953439,12.05981275,15.60865905,14.10986947,14.9874951,9.74547439,9.59888205,12.19465281,12.0832811,15.00224157,12.30113117,9.08116811,11.97744363,14.53677624,14.84152536,14.65050246,12.44243447,13.22856511,13.54600314,15.01746464,14.02398201,12.78330373,23.4886286,14.18782627,16.03483443,16.02776475,21.93426019,15.98168503,18.20382407,17.31008268,15.84692078,14.14960986,14.94893128,12.70617627,13.72753234,12.05371617,11.06601288,17.90801751,13.97642789
ENSG00000213741.7,11.71494998,11.13821925,13.08007846,15.46879164,13.42936108,10.37045787,15.37564062,12.62980561,8.26313646,7.82164711,18.4022736,11.08823205,6.48207143,10.46318648,14.47749819,15.58212754,6.57311162,9.8454167,9.73201845,8.69703646,10.26179891,8.07602033,9.03016552,10.28895484,13.73170571,10.81870384,10.74920583,14.39938129,10.90816896,12.60336553,12.39374284,16.5537195,12.03377465,28.35263969,19.32616253,22.25471841,20.18218839,12.09623707,15.10563406,10.38684956,10.59086887,17.98345345,12.25943474,14.96883732,16.56107278,17.71374833,10.11968292,10.93756007,20.15209762,9.31313928
ENSG00000213996.11,16.51418813,17.81950934,4.30890868,12.19097689,11.53895347,13.51474476,3.17487715,5.69285154,11.97636308,7.43976181,2.91885532,6.92367617,10.22465914,13.23858219,10.13200788,7.15780068,5.97920878,2.23671636,11.79275785,14.575693,11.0058086,8.49755702,3.81863829,7.02094768,14.32233415,13.23019353,9.75712543,4.635871099999999,11.36536526,9.75512494,13.77602284,5.61534528,6.79098448,8.77756288,7.38207965,4.5735828000000005,7.45204787,10.34916546,16.02316331,16.56294535,23.48819042,7.70639439,7.22948344,11.7918594,5.04445523,3.6397578,9.52222013,6.63912212,6.31629147,19.2729285
ENSG00000214026.9,6.50396431,4.49831708,6.64546829,8.21932174,6.08429115,5.09515214,4.23827202,4.71023666,5.83470614,4.17500777,6.00089906,6.91274182,7.30075677,6.37760474,6.19009796,8.00573085,4.09013106,3.87619727,7.68218253,6.75534451,7.573399900000001,4.70583875,5.25494831,5.35624626,8.64918183,7.73661863,5.31308901,6.15239967,6.66450431,6.76271417,8.42957024,5.89362431,6.25348402,16.51750515,8.68886088,8.9591553,6.88600695,8.68073798,14.43573492,6.34534984,7.50739792,7.12312758,8.99373456,7.58705157,6.50048341,7.33741374,6.09109848,6.15209827,6.50095574,7.24985064
ENSG00000214253.7,40.16146435,35.28166682,39.30133195,38.95334638,52.00846679,36.47593239,42.81175926,53.67950908,37.16260032,33.43074743,43.11354498,33.00385124,36.0075804,36.53739827,43.06888949,63.56526603,33.94352071,27.5541428,38.74438228,40.13767051,37.81793314,39.77843573,33.13109676,39.4160158,49.45937622,34.92464189,40.49257634,40.96342592,46.70332373,40.42915069,50.1912284,53.79180394,43.73036275,106.85104426,54.85880264,62.61484511,71.00811197,47.45495877,60.59939925,63.47640697,41.53360356,53.4482421,42.56380094,50.59538547,46.14314684,46.37737514,36.59663883,37.37239611,69.00237591,41.14106368
ENSG00000214274.8,481.85608696,315.40322074,340.76168464,395.88877782,508.48578132,457.14612791,300.65129225,211.15358841,340.81557477,309.79238963,246.79795961,366.82935774,283.3938009,417.09358518,320.33894171,355.10419567,400.97707532,372.57202608,213.59944838,622.66057046,350.1104191,432.9855732,240.33316642,350.70675357,638.35972375,519.94981293,430.55083467,608.14312275,567.3817841,428.28985727,375.78320756,427.95938859,485.31244159,445.53793208,460.34543721,424.13295702,407.15987359,560.88321429,1001.6353782,492.71764713,467.18153879,411.06748056,386.96337341,815.73413885,342.47222752,381.87622799,584.1237586,257.94591029,313.07961981,652.43093288
ENSG00000214530.6,67.36683782,54.67443577,31.56290354,43.00374999,82.73842827,42.37584139,39.31393416,25.10284842,42.1761636,43.91971996,26.98923821,53.19955645,75.27641782,55.18643427,62.14880214,73.03615445,54.6709175,25.09365083,80.14958656,61.61208378,71.62076358,59.43360422,41.73940582,42.53106229,88.91783907,63.06429051,66.95825503,46.35851021,68.23171482,59.87310796,71.49366483,55.56971331,39.01461674,100.50514205,52.87034681,40.81230770000001,100.29807349,67.67164004,86.64675551,114.86067013,78.75066603,62.88802864,59.69266911,66.02479606,53.35704733,43.48314228,50.41408782,46.83095124,70.75005151,79.87342341
ENSG00000215644.8,23.95920125,17.29247347,8.00799763,11.62499435,13.23010926,15.40398356,11.98384085,13.47344743,22.15002649,10.35298984,13.21911528,12.61244059,20.14360062,23.65085821,22.54933324,19.73022565,15.22935401,11.35109342,22.07331597,24.07341775,23.10898995,23.94925458,21.11065888,21.86389727,17.37769914,16.60270697,17.13502359,14.3310405,14.75286234,20.56033936,25.28403567,26.62934118,21.79988729,29.82930519,30.49265943,16.38874102,9.34947187,24.74617334,21.28782288,26.19790871,22.35258076,16.18975152,21.86338758,23.60807155,20.15985711,22.89852529,20.94866652,24.98428863,21.52909276,21.72623645
ENSG00000220749.4,1.2569636999999998,1.10449418,1.30730697,1.83246211,1.98027162,1.20402538,2.80903501,1.11158342,0.61433175,0.58522847,1.96139016,0.52566027,0.82710567,0.62197051,1.23195458,0.84147885,0.36405832,1.13552438,1.04633935,0.64261013,0.56153786,0.3363266,0.92258722,0.56492075,1.43147131,1.09155243,0.84887379,1.59531272,1.06760684,0.87192842,0.65723121,0.89046547,1.38343835,3.75027599,1.08699149,1.63176137,1.65590743,0.61363787,1.66153312,0.33912083,0.82573605,1.03546984,1.56314097,1.10311208,1.04763262,1.26527986,0.30164933,0.59831619,1.99810971,0.39274298
ENSG00000221916.3,0.84233572,0.79897684,1.31694091,0.79308171,1.11578603,0.8156300999999999,0.82670202,1.22677573,0.49852526,1.07273378,0.98792211,1.10907959,1.27172763,0.65879771,1.08687639,1.2746594999999998,0.35451647,0.51035199,0.64153916,0.62576752,0.83324974,1.23064964,0.39929178,0.95353156,0.95441821,1.37296829,0.87413227,1.56198916,1.02229812,0.6946981,1.13778737,0.73224029,0.66177208,0.87397871,0.97548205,1.12353071,1.66137047,0.90297143,1.6025755,0.90813962,0.7658036,1.07555254,1.06428255,1.06334937,1.06268178,0.71873508,1.07705839,0.69916142,2.20517189,1.22383781
