,ensembl
3068,ENSG00000198937.8
3069,ENSG00000198938.2
3070,ENSG00000198947.13
3071,ENSG00000198961.8
3072,ENSG00000198964.12
3073,ENSG00000203667.8
3074,ENSG00000203995.8
3075,ENSG00000204116.10
3076,ENSG00000204120.13
3077,ENSG00000204130.11
3078,ENSG00000204138.11
3079,ENSG00000204152.9
3080,ENSG00000204160.10
3081,ENSG00000204217.11
3082,ENSG00000204219.8
3083,ENSG00000204220.8
3084,ENSG00000204228.3
3085,ENSG00000204237.4
3086,ENSG00000204308.7
3087,ENSG00000204334.7
3088,ENSG00000204356.10
3089,ENSG00000204392.9
3090,ENSG00000204427.10
3091,ENSG00000204428.11
3092,ENSG00000204435.12
3093,ENSG00000204498.9
3094,ENSG00000204514.8
3095,ENSG00000204536.12
3096,ENSG00000204564.10
3097,ENSG00000204580.10
3098,ENSG00000204604.8
3099,ENSG00000204611.5
3100,ENSG00000204634.11
3101,ENSG00000204673.9
3102,ENSG00000204713.9
3103,ENSG00000204789.4
3104,ENSG00000204822.6
3105,ENSG00000204922.4
3106,ENSG00000204954.8
3107,ENSG00000205090.7
3108,ENSG00000205138.3
3109,ENSG00000205155.6
3110,ENSG00000205268.9
3111,ENSG00000205269.5
3112,ENSG00000205309.12
3113,ENSG00000205339.8
3114,ENSG00000205542.9
3115,ENSG00000205544.3
3116,ENSG00000205581.9
3117,ENSG00000205643.9
3118,ENSG00000205726.12
3119,ENSG00000205730.6
3120,ENSG00000205744.8
3121,ENSG00000205765.7
3122,ENSG00000205871.5
3123,ENSG00000205903.5
3124,ENSG00000211455.6
3125,ENSG00000211456.9
3126,ENSG00000211584.12
3127,ENSG00000212802.4
3128,ENSG00000212864.3
3129,ENSG00000212907.2
3130,ENSG00000213015.7
3131,ENSG00000213020.7
3132,ENSG00000213024.9
3133,ENSG00000213079.8
3134,ENSG00000213085.8
3135,ENSG00000213131.3
3136,ENSG00000213160.8
3137,ENSG00000213337.7
3138,ENSG00000213341.9
3139,ENSG00000213397.9
3140,ENSG00000213442.5
3141,ENSG00000213465.6
3142,ENSG00000213516.8
3143,ENSG00000213523.8
3144,ENSG00000213563.5
3145,ENSG00000213619.8
3146,ENSG00000213625.7
3147,ENSG00000213639.8
3148,ENSG00000213699.7
3149,ENSG00000213713.3
3150,ENSG00000213719.7
3151,ENSG00000213722.7
3152,ENSG00000213853.8
3153,ENSG00000213860.4
3154,ENSG00000213885.3
3155,ENSG00000213965.3
3156,ENSG00000213977.6
3157,ENSG00000213983.10
3158,ENSG00000213988.8
3159,ENSG00000214026.9
3160,ENSG00000214046.7
3161,ENSG00000214113.9
3162,ENSG00000214160.8
3163,ENSG00000214253.7
3164,ENSG00000214274.8
3165,ENSG00000214309.4
3166,ENSG00000214530.6
3167,ENSG00000214655.9
3168,ENSG00000214706.9
3169,ENSG00000214941.6
3170,ENSG00000215271.7
3171,ENSG00000215375.5
3172,ENSG00000215421.8
3173,ENSG00000215440.10
3174,ENSG00000215845.9
3175,ENSG00000217128.10
3176,ENSG00000217165.1
3177,ENSG00000218283.2
3178,ENSG00000218891.4
3179,ENSG00000220749.4
3180,ENSG00000220793.5
3181,ENSG00000221821.3
3182,ENSG00000221890.2
3183,ENSG00000221916.3
3184,ENSG00000221968.7
3185,ENSG00000221983.6
3186,ENSG00000223573.5
3187,ENSG00000223803.1
3188,ENSG00000224032.5
3189,ENSG00000224051.5
3190,ENSG00000224470.6
3191,ENSG00000225067.4
3192,ENSG00000225190.7
3193,ENSG00000225556.1
3194,ENSG00000225630.1
3195,ENSG00000225791.5
3196,ENSG00000226360.5
3197,ENSG00000226479.3
3198,ENSG00000226564.1
3199,ENSG00000226887.6
3200,ENSG00000227097.5
3201,ENSG00000227500.8
3202,ENSG00000228175.3
3203,ENSG00000228253.1
3204,ENSG00000228265.4
3205,ENSG00000228300.12
3206,ENSG00000228623.3
3207,ENSG00000228887.3
3208,ENSG00000228889.5
3209,ENSG00000228929.1
3210,ENSG00000229417.1
3211,ENSG00000229638.1
3212,ENSG00000229809.7
3213,ENSG00000229833.8
3214,ENSG00000230409.3
3215,ENSG00000230629.2
3216,ENSG00000231500.5
3217,ENSG00000232024.2
3218,ENSG00000232040.2
3219,ENSG00000232112.3
3220,ENSG00000232119.6
3221,ENSG00000232472.1
3222,ENSG00000232677.5
3223,ENSG00000232859.8
3224,ENSG00000232888.4
3225,ENSG00000232956.7
3226,ENSG00000233493.3
3227,ENSG00000233927.4
3228,ENSG00000234009.1
3229,ENSG00000234465.9
3230,ENSG00000234498.3
3231,ENSG00000234608.6
3232,ENSG00000235043.3
3233,ENSG00000235162.7
3234,ENSG00000235169.6
3235,ENSG00000235173.5
3236,ENSG00000235297.3
3237,ENSG00000235314.1
3238,ENSG00000235508.3
3239,ENSG00000235636.1
3240,ENSG00000235863.3
3241,ENSG00000236060.2
3242,ENSG00000236552.2
3243,ENSG00000236609.3
3244,ENSG00000236801.1
3245,ENSG00000237172.3
3246,ENSG00000237190.3
3247,ENSG00000237424.1
3248,ENSG00000239264.7
3249,ENSG00000239672.6
3250,ENSG00000239697.9
3251,ENSG00000239887.4
3252,ENSG00000239900.10
3253,ENSG00000240409.1
3254,ENSG00000240682.8
3255,ENSG00000240849.9
3256,ENSG00000240972.1
3257,ENSG00000241343.8
3258,ENSG00000241370.4
3259,ENSG00000241399.5
3260,ENSG00000241553.11
3261,ENSG00000241644.2
3262,ENSG00000241852.8
3263,ENSG00000241973.9
3264,ENSG00000242114.4
3265,ENSG00000242247.9
3266,ENSG00000242259.7
3267,ENSG00000242265.4
3268,ENSG00000242485.4
3269,ENSG00000242498.6
3270,ENSG00000243156.6
3271,ENSG00000243244.4
3272,ENSG00000243279.3
3273,ENSG00000243364.6
3274,ENSG00000243449.5
3275,ENSG00000243646.7
3276,ENSG00000243943.8
3277,ENSG00000243989.6
3278,ENSG00000244045.9
3279,ENSG00000244165.1
3280,ENSG00000244187.6
3281,ENSG00000244462.6
3282,ENSG00000244509.3
3283,ENSG00000245694.7
3284,ENSG00000245937.6
3285,ENSG00000246705.4
3286,ENSG00000247596.7
3287,ENSG00000248098.9
3288,ENSG00000248487.7
3289,ENSG00000248527.1
3290,ENSG00000249915.6
3291,ENSG00000249992.1
3292,ENSG00000250479.7
3293,ENSG00000253250.2
3294,ENSG00000253293.4
3295,ENSG00000253304.1
3296,ENSG00000253313.4
3297,ENSG00000253368.3
3298,ENSG00000253598.1
3299,ENSG00000253710.2
3300,ENSG00000253797.2
3301,ENSG00000254470.2
3302,ENSG00000254505.7
3303,ENSG00000254535.3
3304,ENSG00000254858.8
3305,ENSG00000255051.1
3306,ENSG00000255139.1
3307,ENSG00000255198.4
3308,ENSG00000255823.2
3309,ENSG00000256053.6
3310,ENSG00000256269.5
3311,ENSG00000256771.2
3312,ENSG00000257704.3
3313,ENSG00000257727.4
3314,ENSG00000257923.8
3315,ENSG00000258469.1
3316,ENSG00000258818.3
3317,ENSG00000259330.1
3318,ENSG00000259673.4
3319,ENSG00000260027.4
3320,ENSG00000260238.4
3321,ENSG00000260260.1
3322,ENSG00000260916.4
3323,ENSG00000261115.4
3324,ENSG00000261221.3
3325,ENSG00000261236.4
3326,ENSG00000262814.5
3327,ENSG00000263001.4
3328,ENSG00000263266.2
3329,ENSG00000263639.4
3330,ENSG00000263874.1
3331,ENSG00000264350.1
3332,ENSG00000265491.4
3333,ENSG00000265808.3
3334,ENSG00000266412.4
3335,ENSG00000266472.4
3336,ENSG00000266964.4
3337,ENSG00000267795.4
3338,ENSG00000267796.6
3339,ENSG00000267855.4
3340,ENSG00000268751.1
3341,ENSG00000269190.4
3342,ENSG00000269313.4
3343,ENSG00000269343.5
3344,ENSG00000269858.4
3345,ENSG00000269893.5
3346,ENSG00000270170.1
3347,ENSG00000270885.1
3348,ENSG00000271601.3
3349,ENSG00000272031.2
3350,ENSG00000272047.1
3351,ENSG00000272143.1
3352,ENSG00000272398.4
3353,ENSG00000272523.1
3354,ENSG00000273045.4
3355,ENSG00000273899.3
3356,ENSG00000275066.3
3357,ENSG00000275074.1
3358,ENSG00000275183.1
3359,ENSG00000275410.3
3360,ENSG00000277363.3
3361,ENSG00000277443.1
3362,ENSG00000277791.3
3363,ENSG00000277972.1
3364,ENSG00000278175.2
3365,ENSG00000278535.3
3366,ENSG00000278615.3
3367,ENSG00000279095.1
3368,ENSG00000279307.1
3369,ENSG00000280649.1
3370,ENSG00000280789.1
3371,ENSG00000280798.1
3372,mir100
3373,mir101-1
3374,mir101-2
3375,mir10a
3376,mir10b
3377,mir1224
3378,mir1251
3379,mir125a
3380,mir125b1
3381,mir125b2
3382,mir126
3383,mir1266
3384,mir127
3385,mir1301
3386,mir1306
3387,mir1307
3388,mir140
3389,mir141
3390,mir142
3391,mir143
3392,mir148b
3393,mir149
3394,mir151b
3395,mir17
3396,mir182
3397,mir183
3398,mir191
3399,mir193b
3400,mir196b
3401,mir1976
3402,mir199a1
3403,mir199a2
3404,mir199b
3405,mir200a
3406,mir200b
3407,mir200c
3408,mir204
3409,mir205
3410,mir206
3411,mir210
3412,mir2110
3413,mir22
3414,mir23a
3415,mir23b
3416,mir24-1
3417,mir24-2
3418,mir25
3419,mir26a1
3420,mir26a2
3421,mir26b
3422,mir27a
3423,mir28
3424,mir29b1
3425,mir29b2
3426,mir29c
3427,mir30a
3428,mir30b
3429,mir30d
3430,mir30e
3431,mir31
3432,mir32
3433,mir320b1
3434,mir324
3435,mir328
3436,mir330
3437,mir331
3438,mir338
3439,mir339
3440,mir33b
3441,mir345
3442,mir34c
3443,mir3605
3444,mir3615
3445,mir3622a
3446,mir3677
3447,mir369
3448,mir370
3449,mir374b
3450,mir375
3451,mir376b
3452,mir378c
3453,mir378d1
3454,mir378d2
3455,mir379
3456,mir3928
3457,mir3934
3458,mir409
3459,mir424
3460,mir425
3461,mir429
3462,mir431
3463,mir4484
3464,mir455
3465,mir4727
3466,mir4728
3467,mir4787
3468,mir484
3469,mir485
3470,mir505
3471,mir519a1
3472,mir532
3473,mir539
3474,mir582
3475,mir598
3476,mir628
3477,mir652
3478,mir6715b
3479,mir6718
3480,mir6843
3481,mir7-1
3482,mir744
3483,mir760
3484,mir766
3485,mir887
3486,mir889
3487,mir92b
3488,mir93
3489,mir940
3490,mir96
3491,mir99a
3492,mir99b
3493,mirlet7a1
3494,mirlet7a2
3495,mirlet7a3
3496,mirlet7b
3497,mirlet7c
3498,mirlet7d
3499,mirlet7e
3500,mirlet7f1
3501,mirlet7f2
