,ensembl
1070,ENSG00000123739.9
1071,ENSG00000123810.6
1072,ENSG00000123892.10
1073,ENSG00000123983.12
1074,ENSG00000123989.12
1075,ENSG00000124067.15
1076,ENSG00000124134.7
1077,ENSG00000124151.17
1078,ENSG00000124177.13
1079,ENSG00000124191.16
1080,ENSG00000124249.6
1081,ENSG00000124275.13
1082,ENSG00000124333.13
1083,ENSG00000124444.14
1084,ENSG00000124459.10
1085,ENSG00000124486.11
1086,ENSG00000124570.16
1087,ENSG00000124614.12
1088,ENSG00000124641.13
1089,ENSG00000124664.9
1090,ENSG00000124783.11
1091,ENSG00000124786.9
1092,ENSG00000124789.10
1093,ENSG00000124795.13
1094,ENSG00000124802.10
1095,ENSG00000124831.17
1096,ENSG00000124839.11
1097,ENSG00000124942.12
1098,ENSG00000125107.15
1099,ENSG00000125122.13
1100,ENSG00000125170.9
1101,ENSG00000125247.14
1102,ENSG00000125249.6
1103,ENSG00000125304.8
1104,ENSG00000125356.6
1105,ENSG00000125434.9
1106,ENSG00000125458.5
1107,ENSG00000125484.10
1108,ENSG00000125520.12
1109,ENSG00000125534.8
1110,ENSG00000125611.14
1111,ENSG00000125630.14
1112,ENSG00000125633.9
1113,ENSG00000125637.14
1114,ENSG00000125652.6
1115,ENSG00000125656.7
1116,ENSG00000125676.18
1117,ENSG00000125686.10
1118,ENSG00000125691.11
1119,ENSG00000125733.16
1120,ENSG00000125743.9
1121,ENSG00000125744.10
1122,ENSG00000125746.13
1123,ENSG00000125827.7
1124,ENSG00000125835.16
1125,ENSG00000125841.11
1126,ENSG00000125850.9
1127,ENSG00000125868.14
1128,ENSG00000125870.9
1129,ENSG00000125877.11
1130,ENSG00000125898.11
1131,ENSG00000125901.5
1132,ENSG00000125912.9
1133,ENSG00000125967.15
1134,ENSG00000125971.15
1135,ENSG00000125995.14
1136,ENSG00000126088.11
1137,ENSG00000126106.12
1138,ENSG00000126216.11
1139,ENSG00000126249.6
1140,ENSG00000126254.10
1141,ENSG00000126267.7
1142,ENSG00000126432.12
1143,ENSG00000126458.3
1144,ENSG00000126460.9
1145,ENSG00000126561.15
1146,ENSG00000126746.16
1147,ENSG00000126749.13
1148,ENSG00000126756.10
1149,ENSG00000126768.11
1150,ENSG00000126777.16
1151,ENSG00000126778.8
1152,ENSG00000126858.15
1153,ENSG00000126878.11
1154,ENSG00000126934.12
1155,ENSG00000127022.13
1156,ENSG00000127081.12
1157,ENSG00000127184.9
1158,ENSG00000127191.16
1159,ENSG00000127314.16
1160,ENSG00000127328.20
1161,ENSG00000127419.15
1162,ENSG00000127445.12
1163,ENSG00000127481.13
1164,ENSG00000127526.12
1165,ENSG00000127540.10
1166,ENSG00000127603.22
1167,ENSG00000127824.12
1168,ENSG00000127838.12
1169,ENSG00000127884.4
1170,ENSG00000127946.15
1171,ENSG00000127952.15
1172,ENSG00000127955.14
1173,ENSG00000128011.4
1174,ENSG00000128040.9
1175,ENSG00000128050.7
1176,ENSG00000128185.8
1177,ENSG00000128228.4
1178,ENSG00000128274.14
1179,ENSG00000128294.14
1180,ENSG00000128309.15
1181,ENSG00000128311.12
1182,ENSG00000128487.15
1183,ENSG00000128585.16
1184,ENSG00000128590.4
1185,ENSG00000128591.14
1186,ENSG00000128595.15
1187,ENSG00000128602.8
1188,ENSG00000128609.13
1189,ENSG00000128626.10
1190,ENSG00000128731.14
1191,ENSG00000128739.19
1192,ENSG00000128791.10
1193,ENSG00000128829.10
1194,ENSG00000128833.11
1195,ENSG00000128973.10
1196,ENSG00000128989.9
1197,ENSG00000129003.14
1198,ENSG00000129083.11
1199,ENSG00000129219.12
1200,ENSG00000129235.9
1201,ENSG00000129255.13
1202,ENSG00000129292.19
1203,ENSG00000129315.8
1204,ENSG00000129317.13
1205,ENSG00000129354.10
1206,ENSG00000129480.11
1207,ENSG00000129514.5
1208,ENSG00000129515.17
1209,ENSG00000129521.12
1210,ENSG00000129534.12
1211,ENSG00000129538.12
1212,ENSG00000129559.11
1213,ENSG00000129562.9
1214,ENSG00000129566.11
1215,ENSG00000129596.4
1216,ENSG00000129636.11
1217,ENSG00000129932.6
1218,ENSG00000129946.9
1219,ENSG00000129968.14
1220,ENSG00000130005.10
1221,ENSG00000130054.4
1222,ENSG00000130119.14
1223,ENSG00000130147.14
1224,ENSG00000130159.12
1225,ENSG00000130165.9
1226,ENSG00000130193.7
1227,ENSG00000130204.11
1228,ENSG00000130224.13
1229,ENSG00000130244.11
1230,ENSG00000130255.11
1231,ENSG00000130305.15
1232,ENSG00000130312.5
1233,ENSG00000130313.5
1234,ENSG00000130332.13
1235,ENSG00000130347.11
1236,ENSG00000130363.10
1237,ENSG00000130413.14
1238,ENSG00000130489.11
1239,ENSG00000130511.14
1240,ENSG00000130520.9
1241,ENSG00000130529.14
1242,ENSG00000130545.14
1243,ENSG00000130590.12
1244,ENSG00000130701.3
1245,ENSG00000130702.12
1246,ENSG00000130707.16
1247,ENSG00000130723.16
1248,ENSG00000130724.7
1249,ENSG00000130734.8
1250,ENSG00000130748.6
1251,ENSG00000130762.13
1252,ENSG00000130779.18
1253,ENSG00000130787.12
1254,ENSG00000130811.9
1255,ENSG00000130826.14
1256,ENSG00000130881.12
1257,ENSG00000130958.10
1258,ENSG00000131013.3
1259,ENSG00000131023.11
1260,ENSG00000131055.4
1261,ENSG00000131067.15
1262,ENSG00000131069.18
1263,ENSG00000131127.12
1264,ENSG00000131143.7
1265,ENSG00000131165.13
1266,ENSG00000131174.4
1267,ENSG00000131242.14
1268,ENSG00000131375.8
1269,ENSG00000131462.6
1270,ENSG00000131469.11
1271,ENSG00000131471.5
1272,ENSG00000131473.15
1273,ENSG00000131475.5
1274,ENSG00000131477.9
1275,ENSG00000131495.7
1276,ENSG00000131620.16
1277,ENSG00000131652.12
1278,ENSG00000131759.16
1279,ENSG00000131771.12
1280,ENSG00000131778.16
1281,ENSG00000131828.12
1282,ENSG00000131845.13
1283,ENSG00000132254.11
1284,ENSG00000132275.9
1285,ENSG00000132294.12
1286,ENSG00000132329.9
1287,ENSG00000132356.10
1288,ENSG00000132361.15
1289,ENSG00000132382.13
1290,ENSG00000132388.11
1291,ENSG00000132394.9
1292,ENSG00000132405.17
1293,ENSG00000132432.12
1294,ENSG00000132466.16
1295,ENSG00000132507.16
1296,ENSG00000132581.8
1297,ENSG00000132600.15
1298,ENSG00000132612.15
1299,ENSG00000132623.14
1300,ENSG00000132639.11
1301,ENSG00000132661.3
1302,ENSG00000132688.10
1303,ENSG00000132694.17
1304,ENSG00000132698.12
1305,ENSG00000132821.10
1306,ENSG00000132842.12
1307,ENSG00000132953.15
1308,ENSG00000132964.10
1309,ENSG00000132970.11
1310,ENSG00000133019.10
1311,ENSG00000133027.16
1312,ENSG00000133030.18
1313,ENSG00000133059.15
1314,ENSG00000133103.15
1315,ENSG00000133138.18
1316,ENSG00000133216.15
1317,ENSG00000133265.9
1318,ENSG00000133313.13
1319,ENSG00000133315.9
1320,ENSG00000133316.14
1321,ENSG00000133392.15
1322,ENSG00000133477.15
1323,ENSG00000133661.14
1324,ENSG00000133704.8
1325,ENSG00000133789.13
1326,ENSG00000133812.13
1327,ENSG00000133818.11
1328,ENSG00000133872.12
1329,ENSG00000133895.13
1330,ENSG00000133961.18
1331,ENSG00000133983.13
1332,ENSG00000134013.14
1333,ENSG00000134014.15
1334,ENSG00000134049.4
1335,ENSG00000134086.7
1336,ENSG00000134109.9
1337,ENSG00000134202.9
1338,ENSG00000134243.10
1339,ENSG00000134247.9
1340,ENSG00000134248.12
1341,ENSG00000134255.12
1342,ENSG00000134308.12
1343,ENSG00000134313.13
1344,ENSG00000134318.12
1345,ENSG00000134330.17
1346,ENSG00000134352.18
1347,ENSG00000134371.9
1348,ENSG00000134419.14
1349,ENSG00000134575.8
1350,ENSG00000134644.14
1351,ENSG00000134697.11
1352,ENSG00000134709.9
1353,ENSG00000134769.20
1354,ENSG00000134809.7
1355,ENSG00000134824.12
1356,ENSG00000134825.12
1357,ENSG00000134852.13
1358,ENSG00000134899.16
1359,ENSG00000134917.9
1360,ENSG00000134970.13
1361,ENSG00000134982.15
1362,ENSG00000135002.10
1363,ENSG00000135018.12
1364,ENSG00000135063.16
1365,ENSG00000135070.12
1366,ENSG00000135093.11
1367,ENSG00000135097.5
1368,ENSG00000135108.13
1369,ENSG00000135124.13
1370,ENSG00000135241.15
1371,ENSG00000135250.15
1372,ENSG00000135314.11
1373,ENSG00000135338.12
1374,ENSG00000135341.16
1375,ENSG00000135373.11
1376,ENSG00000135387.18
1377,ENSG00000135392.14
1378,ENSG00000135441.6
1379,ENSG00000135469.12
1380,ENSG00000135480.13
1381,ENSG00000135503.11
1382,ENSG00000135617.3
1383,ENSG00000135636.12
1384,ENSG00000135655.12
1385,ENSG00000135677.9
1386,ENSG00000135720.11
1387,ENSG00000135750.13
1388,ENSG00000135778.10
1389,ENSG00000135828.10
1390,ENSG00000135837.14
1391,ENSG00000135845.8
1392,ENSG00000135862.5
1393,ENSG00000135913.9
1394,ENSG00000135916.14
1395,ENSG00000135924.14
1396,ENSG00000135932.9
1397,ENSG00000135940.5
1398,ENSG00000135956.7
1399,ENSG00000135966.11
1400,ENSG00000135974.8
1401,ENSG00000135999.10
1402,ENSG00000136021.16
1403,ENSG00000136141.13
1404,ENSG00000136149.6
1405,ENSG00000136161.11
1406,ENSG00000136193.15
1407,ENSG00000136261.13
1408,ENSG00000136271.9
1409,ENSG00000136319.10
1410,ENSG00000136379.10
1411,ENSG00000136381.11
1412,ENSG00000136444.8
1413,ENSG00000136463.7
1414,ENSG00000136478.6
1415,ENSG00000136522.12
1416,ENSG00000136560.12
1417,ENSG00000136636.11
1418,ENSG00000136731.11
1419,ENSG00000136732.13
1420,ENSG00000136738.13
1421,ENSG00000136758.17
1422,ENSG00000136810.11
1423,ENSG00000136840.17
1424,ENSG00000136867.9
1425,ENSG00000136874.9
1426,ENSG00000136877.13
1427,ENSG00000136878.11
1428,ENSG00000136895.17
1429,ENSG00000136908.16
1430,ENSG00000136925.13
1431,ENSG00000136942.13
1432,ENSG00000136950.12
1433,ENSG00000137073.19
1434,ENSG00000137074.17
1435,ENSG00000137076.17
1436,ENSG00000137133.9
1437,ENSG00000137145.19
1438,ENSG00000137154.11
1439,ENSG00000137161.15
1440,ENSG00000137166.13
1441,ENSG00000137177.17
1442,ENSG00000137198.8
1443,ENSG00000137203.9
1444,ENSG00000137288.8
1445,ENSG00000137414.5
1446,ENSG00000137449.14
1447,ENSG00000137478.13
1448,ENSG00000137486.15
1449,ENSG00000137502.8
1450,ENSG00000137513.8
1451,ENSG00000137693.12
1452,ENSG00000137709.8
1453,ENSG00000137710.13
1454,ENSG00000137714.2
1455,ENSG00000137764.18
1456,ENSG00000137770.12
1457,ENSG00000137802.12
1458,ENSG00000137814.8
1459,ENSG00000137818.10
1460,ENSG00000137822.11
1461,ENSG00000137857.16
1462,ENSG00000137871.18
1463,ENSG00000137942.15
1464,ENSG00000137970.7
1465,ENSG00000137992.13
1466,ENSG00000138050.13
1467,ENSG00000138071.12
1468,ENSG00000138074.13
1469,ENSG00000138078.14
1470,ENSG00000138080.12
1471,ENSG00000138081.18
1472,ENSG00000138101.17
1473,ENSG00000138119.15
1474,ENSG00000138162.16
1475,ENSG00000138246.14
1476,ENSG00000138326.17
1477,ENSG00000138380.16
1478,ENSG00000138398.14
1479,ENSG00000138430.14
1480,ENSG00000138443.14
1481,ENSG00000138459.7
1482,ENSG00000138495.5
1483,ENSG00000138592.12
1484,ENSG00000138593.7
1485,ENSG00000138604.8
1486,ENSG00000138617.13
1487,ENSG00000138621.10
1488,ENSG00000138663.7
1489,ENSG00000138688.14
1490,ENSG00000138709.16
1491,ENSG00000138744.13
1492,ENSG00000138757.13
1493,ENSG00000138758.10
1494,ENSG00000138760.7
1495,ENSG00000138767.11
1496,ENSG00000138802.10
1497,ENSG00000139133.5
1498,ENSG00000139180.9
1499,ENSG00000139218.16
1500,ENSG00000139266.5
1501,ENSG00000139343.9
1502,ENSG00000139350.10
1503,ENSG00000139370.9
1504,ENSG00000139405.14
1505,ENSG00000139410.13
1506,ENSG00000139428.10
1507,ENSG00000139436.19
1508,ENSG00000139505.11
1509,ENSG00000139514.11
1510,ENSG00000139531.11
1511,ENSG00000139546.9
1512,ENSG00000139613.10
1513,ENSG00000139637.12
1514,ENSG00000139668.8
1515,ENSG00000139684.12
1516,ENSG00000139687.12
1517,ENSG00000139793.17
1518,ENSG00000139826.5
1519,ENSG00000139832.4
1520,ENSG00000139835.12
1521,ENSG00000139926.14
1522,ENSG00000139977.12
1523,ENSG00000140043.10
1524,ENSG00000140262.16
1525,ENSG00000140264.18
1526,ENSG00000140299.10
1527,ENSG00000140307.9
1528,ENSG00000140320.10
1529,ENSG00000140365.14
1530,ENSG00000140382.13
1531,ENSG00000140386.11
1532,ENSG00000140391.13
1533,ENSG00000140396.11
1534,ENSG00000140474.11
1535,ENSG00000140543.12
1536,ENSG00000140548.8
1537,ENSG00000140563.13
1538,ENSG00000140575.11
1539,ENSG00000140577.14
1540,ENSG00000140688.15
1541,ENSG00000140718.17
1542,ENSG00000140743.6
1543,ENSG00000140832.8
1544,ENSG00000140988.14
1545,ENSG00000140990.13
1546,ENSG00000140992.17
1547,ENSG00000141002.17
1548,ENSG00000141027.19
1549,ENSG00000141052.16
1550,ENSG00000141068.12
1551,ENSG00000141179.12
1552,ENSG00000141198.12
1553,ENSG00000141279.14
1554,ENSG00000141294.8
1555,ENSG00000141295.12
1556,ENSG00000141337.11
1557,ENSG00000141349.7
1558,ENSG00000141367.10
1559,ENSG00000141378.14
1560,ENSG00000141404.14
1561,ENSG00000141429.12
1562,ENSG00000141456.13
1563,ENSG00000141504.10
1564,ENSG00000141524.14
1565,ENSG00000141542.9
1566,ENSG00000141552.16
1567,ENSG00000141564.12
1568,ENSG00000141580.14
1569,ENSG00000141627.12
1570,ENSG00000141644.16
1571,ENSG00000141655.14
1572,ENSG00000141736.12
1573,ENSG00000141738.12
1574,ENSG00000141744.3
1575,ENSG00000141750.6
1576,ENSG00000141753.6
1577,ENSG00000141759.13
1578,ENSG00000141858.10
1579,ENSG00000141873.9
1580,ENSG00000141933.8
1581,ENSG00000141971.11
1582,ENSG00000142002.15
1583,ENSG00000142207.6
1584,ENSG00000142227.9
1585,ENSG00000142235.7
1586,ENSG00000142252.9
1587,ENSG00000142273.9
1588,ENSG00000142396.9
1589,ENSG00000142409.5
1590,ENSG00000142453.10
1591,ENSG00000142459.7
1592,ENSG00000142507.8
1593,ENSG00000142515.13
1594,ENSG00000142534.5
1595,ENSG00000142541.15
1596,ENSG00000142546.12
1597,ENSG00000142611.15
1598,ENSG00000142675.16
1599,ENSG00000142676.11
1600,ENSG00000142684.7
1601,ENSG00000142687.16
1602,ENSG00000142694.6
1603,ENSG00000142765.16
1604,ENSG00000142892.13
1605,ENSG00000142937.10
1606,ENSG00000143013.11
1607,ENSG00000143028.8
1608,ENSG00000143036.15
1609,ENSG00000143153.11
1610,ENSG00000143155.11
1611,ENSG00000143158.9
1612,ENSG00000143198.11
1613,ENSG00000143252.13
1614,ENSG00000143256.4
1615,ENSG00000143314.11
1616,ENSG00000143320.7
1617,ENSG00000143324.12
1618,ENSG00000143337.17
1619,ENSG00000143353.10
1620,ENSG00000143365.15
1621,ENSG00000143375.13
1622,ENSG00000143376.11
1623,ENSG00000143401.13
1624,ENSG00000143412.8
1625,ENSG00000143437.19
1626,ENSG00000143443.9
1627,ENSG00000143450.13
1628,ENSG00000143502.13
1629,ENSG00000143537.12
1630,ENSG00000143578.14
1631,ENSG00000143612.17
1632,ENSG00000143653.9
1633,ENSG00000143702.14
1634,ENSG00000143727.14
1635,ENSG00000143740.13
1636,ENSG00000143742.11
1637,ENSG00000143753.11
1638,ENSG00000143774.15
1639,ENSG00000143797.10
1640,ENSG00000143801.15
1641,ENSG00000143889.14
1642,ENSG00000143891.15
1643,ENSG00000143947.11
1644,ENSG00000143970.15
1645,ENSG00000143977.12
1646,ENSG00000144028.13
1647,ENSG00000144118.12
1648,ENSG00000144199.10
1649,ENSG00000144224.15
1650,ENSG00000144357.15
1651,ENSG00000144426.17
1652,ENSG00000144455.12
1653,ENSG00000144468.15
1654,ENSG00000144560.12
1655,ENSG00000144591.16
1656,ENSG00000144635.7
1657,ENSG00000144642.19
1658,ENSG00000144647.5
1659,ENSG00000144713.11
1660,ENSG00000144747.13
1661,ENSG00000144749.12
1662,ENSG00000144815.13
1663,ENSG00000144843.10
1664,ENSG00000144909.7
1665,ENSG00000144935.13
1666,ENSG00000145012.11
1667,ENSG00000145020.13
1668,ENSG00000145022.4
1669,ENSG00000145103.11
1670,ENSG00000145198.13
1671,ENSG00000145216.14
1672,ENSG00000145241.9
1673,ENSG00000145246.12
1674,ENSG00000145293.13
1675,ENSG00000145337.4
1676,ENSG00000145348.15
1677,ENSG00000145349.15
1678,ENSG00000145388.13
1679,ENSG00000145391.12
1680,ENSG00000145414.7
1681,ENSG00000145494.10
1682,ENSG00000145592.12
1683,ENSG00000145675.13
1684,ENSG00000145685.12
1685,ENSG00000145703.14
1686,ENSG00000145715.13
1687,ENSG00000145721.10
1688,ENSG00000145725.18
1689,ENSG00000145734.17
1690,ENSG00000145743.14
1691,ENSG00000145817.15
1692,ENSG00000145833.14
1693,ENSG00000145868.15
1694,ENSG00000145912.7
1695,ENSG00000145982.10
1696,ENSG00000146063.17
1697,ENSG00000146066.2
1698,ENSG00000146085.7
1699,ENSG00000146122.15
1700,ENSG00000146197.8
1701,ENSG00000146247.13
1702,ENSG00000146267.11
1703,ENSG00000146373.15
1704,ENSG00000146374.12
1705,ENSG00000146414.14
1706,ENSG00000146425.9
1707,ENSG00000146463.10
1708,ENSG00000146555.17
1709,ENSG00000146587.16
1710,ENSG00000146826.13
1711,ENSG00000146904.7
1712,ENSG00000147050.13
1713,ENSG00000147099.18
1714,ENSG00000147123.10
1715,ENSG00000147124.11
1716,ENSG00000147133.14
1717,ENSG00000147144.11
1718,ENSG00000147155.9
1719,ENSG00000147166.9
1720,ENSG00000147224.9
1721,ENSG00000147324.9
1722,ENSG00000147394.17
1723,ENSG00000147403.15
1724,ENSG00000147457.12
1725,ENSG00000147526.18
1726,ENSG00000147655.9
1727,ENSG00000147676.12
1728,ENSG00000147684.6
1729,ENSG00000147874.9
1730,ENSG00000147912.11
1731,ENSG00000148090.10
1732,ENSG00000148120.13
1733,ENSG00000148219.15
1734,ENSG00000148290.8
1735,ENSG00000148291.8
1736,ENSG00000148297.14
1737,ENSG00000148303.15
1738,ENSG00000148334.13
1739,ENSG00000148344.10
1740,ENSG00000148356.12
1741,ENSG00000148358.18
1742,ENSG00000148411.6
1743,ENSG00000148426.11
1744,ENSG00000148450.11
1745,ENSG00000148459.14
1746,ENSG00000148484.16
1747,ENSG00000148516.20
1748,ENSG00000148672.8
1749,ENSG00000148688.12
1750,ENSG00000148730.6
1751,ENSG00000148834.11
1752,ENSG00000148985.18
1753,ENSG00000149016.14
1754,ENSG00000149187.16
1755,ENSG00000149273.13
1756,ENSG00000149308.15
1757,ENSG00000149311.16
1758,ENSG00000149313.9
1759,ENSG00000149357.8
1760,ENSG00000149418.9
1761,ENSG00000149541.8
1762,ENSG00000149554.11
1763,ENSG00000149577.14
1764,ENSG00000149596.6
1765,ENSG00000149639.13
1766,ENSG00000149743.12
1767,ENSG00000149761.7
1768,ENSG00000149806.9
1769,ENSG00000149809.13
1770,ENSG00000149923.12
1771,ENSG00000149925.15
1772,ENSG00000149932.15
1773,ENSG00000150093.17
1774,ENSG00000150281.6
1775,ENSG00000150347.13
1776,ENSG00000150455.12
1777,ENSG00000150510.14
1778,ENSG00000150556.15
1779,ENSG00000150712.9
1780,ENSG00000150760.11
1781,ENSG00000150764.12
1782,ENSG00000150768.14
1783,ENSG00000150779.10
1784,ENSG00000150787.6
1785,ENSG00000150961.13
1786,ENSG00000150995.16
1787,ENSG00000151067.19
1788,ENSG00000151093.6
1789,ENSG00000151116.15
1790,ENSG00000151131.8
1791,ENSG00000151136.13
1792,ENSG00000151148.12
1793,ENSG00000151151.5
1794,ENSG00000151176.6
1795,ENSG00000151208.15
1796,ENSG00000151239.12
1797,ENSG00000151240.14
1798,ENSG00000151327.11
1799,ENSG00000151338.17
1800,ENSG00000151366.11
1801,ENSG00000151414.13
1802,ENSG00000151422.11
1803,ENSG00000151491.11
1804,ENSG00000151552.10
1805,ENSG00000151617.14
1806,ENSG00000151665.11
1807,ENSG00000151694.11
1808,ENSG00000151718.14
1809,ENSG00000152082.12
1810,ENSG00000152102.16
1811,ENSG00000152104.10
1812,ENSG00000152133.13
1813,ENSG00000152207.6
1814,ENSG00000152223.11
1815,ENSG00000152284.4
1816,ENSG00000152291.12
1817,ENSG00000152332.14
1818,ENSG00000152443.11
1819,ENSG00000152465.16
1820,ENSG00000152475.6
1821,ENSG00000152503.8
1822,ENSG00000152520.12
1823,ENSG00000152601.16
1824,ENSG00000152620.11
1825,ENSG00000152683.13
1826,ENSG00000152779.13
1827,ENSG00000152904.10
1828,ENSG00000152944.7
1829,ENSG00000153029.13
1830,ENSG00000153037.11
1831,ENSG00000153066.11
1832,ENSG00000153107.10
1833,ENSG00000153113.22
1834,ENSG00000153147.5
1835,ENSG00000153179.10
1836,ENSG00000153207.13
1837,ENSG00000153214.8
1838,ENSG00000153250.16
1839,ENSG00000153317.13
1840,ENSG00000153339.12
1841,ENSG00000153363.11
1842,ENSG00000153391.14
1843,ENSG00000153406.12
1844,ENSG00000153443.11
1845,ENSG00000153551.12
1846,ENSG00000153560.10
1847,ENSG00000153814.10
1848,ENSG00000153827.12
1849,ENSG00000153879.7
1850,ENSG00000153904.17
1851,ENSG00000153922.9
1852,ENSG00000153944.9
1853,ENSG00000153989.7
1854,ENSG00000154001.12
1855,ENSG00000154059.8
1856,ENSG00000154102.9
1857,ENSG00000154188.8
1858,ENSG00000154370.12
1859,ENSG00000154380.15
1860,ENSG00000154548.8
1861,ENSG00000154553.12
1862,ENSG00000154642.9
1863,ENSG00000154710.14
1864,ENSG00000154727.9
1865,ENSG00000154767.13
1866,ENSG00000154889.15
1867,ENSG00000154917.9
1868,ENSG00000154957.12
1869,ENSG00000155008.12
1870,ENSG00000155115.6
1871,ENSG00000155254.11
1872,ENSG00000155287.9
1873,ENSG00000155304.5
1874,ENSG00000155363.17
1875,ENSG00000155366.15
1876,ENSG00000155368.15
1877,ENSG00000155506.15
1878,ENSG00000155561.13
1879,ENSG00000155666.10
1880,ENSG00000155729.11
1881,ENSG00000155744.8
1882,ENSG00000155846.15
1883,ENSG00000155850.7
1884,ENSG00000155959.9
1885,ENSG00000155974.10
1886,ENSG00000156030.11
1887,ENSG00000156049.6
1888,ENSG00000156052.9
1889,ENSG00000156162.15
1890,ENSG00000156273.14
1891,ENSG00000156467.8
1892,ENSG00000156502.12
1893,ENSG00000156521.12
1894,ENSG00000156603.13
1895,ENSG00000156642.15
1896,ENSG00000156650.11
1897,ENSG00000156709.12
1898,ENSG00000156711.15
1899,ENSG00000156795.5
1900,ENSG00000156804.6
1901,ENSG00000156869.11
1902,ENSG00000156873.14
1903,ENSG00000156990.13
1904,ENSG00000157106.15
1905,ENSG00000157107.12
1906,ENSG00000157110.14
1907,ENSG00000157214.12
1908,ENSG00000157349.14
1909,ENSG00000157379.12
1910,ENSG00000157450.14
1911,ENSG00000157483.7
1912,ENSG00000157500.9
1913,ENSG00000157540.18
1914,ENSG00000157551.16
1915,ENSG00000157570.10
1916,ENSG00000157600.10
1917,ENSG00000157734.12
1918,ENSG00000157778.7
1919,ENSG00000157823.15
1920,ENSG00000157933.9
1921,ENSG00000157992.11
1922,ENSG00000158006.12
1923,ENSG00000158201.8
1924,ENSG00000158270.11
1925,ENSG00000158290.15
1926,ENSG00000158373.8
1927,ENSG00000158417.9
1928,ENSG00000158528.10
1929,ENSG00000158552.11
1930,ENSG00000158710.13
1931,ENSG00000158715.5
1932,ENSG00000158716.7
1933,ENSG00000158747.12
1934,ENSG00000158769.16
1935,ENSG00000158792.14
1936,ENSG00000158850.13
1937,ENSG00000158966.12
1938,ENSG00000159063.11
1939,ENSG00000159082.16
1940,ENSG00000159128.13
1941,ENSG00000159131.15
1942,ENSG00000159140.16
1943,ENSG00000159166.12
1944,ENSG00000159176.12
1945,ENSG00000159182.4
1946,ENSG00000159184.7
1947,ENSG00000159210.8
1948,ENSG00000159259.7
1949,ENSG00000159322.16
1950,ENSG00000159335.14
1951,ENSG00000159346.11
1952,ENSG00000159352.14
1953,ENSG00000159459.10
1954,ENSG00000159579.12
1955,ENSG00000159658.9
1956,ENSG00000159720.10
1957,ENSG00000159763.3
1958,ENSG00000159840.14
1959,ENSG00000160007.16
1960,ENSG00000160072.18
1961,ENSG00000160087.19
1962,ENSG00000160094.13
1963,ENSG00000160113.5
1964,ENSG00000160124.8
1965,ENSG00000160191.16
1966,ENSG00000160214.11
1967,ENSG00000160256.11
1968,ENSG00000160310.15
1969,ENSG00000160325.13
1970,ENSG00000160404.16
1971,ENSG00000160446.17
1972,ENSG00000160551.8
1973,ENSG00000160563.12
1974,ENSG00000160584.14
1975,ENSG00000160602.12
1976,ENSG00000160703.14
1977,ENSG00000160783.18
1978,ENSG00000160799.10
1979,ENSG00000160813.5
1980,ENSG00000160862.11
1981,ENSG00000160877.5
1982,ENSG00000160948.12
1983,ENSG00000160993.3
1984,ENSG00000161016.14
1985,ENSG00000161179.12
1986,ENSG00000161204.10
1987,ENSG00000161217.10
1988,ENSG00000161267.10
1989,ENSG00000161513.10
1990,ENSG00000161533.10
1991,ENSG00000161653.9
1992,ENSG00000161671.15
1993,ENSG00000161835.9
1994,ENSG00000161914.8
1995,ENSG00000161955.15
1996,ENSG00000161970.11
1997,ENSG00000161981.9
1998,ENSG00000162063.11
1999,ENSG00000162076.11
2000,ENSG00000162104.8
2001,ENSG00000162191.12
2002,ENSG00000162194.11
2003,ENSG00000162227.6
2004,ENSG00000162244.9
2005,ENSG00000162337.10
2006,ENSG00000162341.14
2007,ENSG00000162368.12
2008,ENSG00000162378.11
2009,ENSG00000162384.12
2010,ENSG00000162396.5
2011,ENSG00000162402.11
2012,ENSG00000162433.13
2013,ENSG00000162441.10
2014,ENSG00000162444.11
2015,ENSG00000162458.11
2016,ENSG00000162512.14
2017,ENSG00000162522.9
2018,ENSG00000162542.12
2019,ENSG00000162572.18
2020,ENSG00000162607.11
2021,ENSG00000162688.14
2022,ENSG00000162702.7
2023,ENSG00000162733.15
2024,ENSG00000162734.11
2025,ENSG00000162736.14
2026,ENSG00000162755.12
2027,ENSG00000162769.11
2028,ENSG00000162777.15
2029,ENSG00000162817.6
2030,ENSG00000162885.11
2031,ENSG00000162889.9
2032,ENSG00000162910.17
2033,ENSG00000162928.8
2034,ENSG00000162961.12
2035,ENSG00000162980.15
2036,ENSG00000163029.14
2037,ENSG00000163069.11
2038,ENSG00000163082.9
2039,ENSG00000163104.16
2040,ENSG00000163162.7
2041,ENSG00000163170.10
2042,ENSG00000163297.15
2043,ENSG00000163320.9
2044,ENSG00000163344.5
2045,ENSG00000163346.15
2046,ENSG00000163347.5
2047,ENSG00000163364.8
2048,ENSG00000163378.12
2049,ENSG00000163412.11
2050,ENSG00000163430.8
2051,ENSG00000163431.12
2052,ENSG00000163444.10
2053,ENSG00000163463.10
2054,ENSG00000163479.12
2055,ENSG00000163481.6
2056,ENSG00000163499.10
2057,ENSG00000163512.12
2058,ENSG00000163513.16
2059,ENSG00000163517.13
2060,ENSG00000163539.14
2061,ENSG00000163577.6
2062,ENSG00000163624.5
2063,ENSG00000163625.14
2064,ENSG00000163637.10
2065,ENSG00000163655.14
2066,ENSG00000163681.13
2067,ENSG00000163682.14
2068,ENSG00000163683.10
